region_bld,year,value
C-WEU-ITA,2040,0.5119453022445588
C-WEU-ITA,2045,0.4995829952405432
C-WEU-ITA,2050,0.48715558598407327
C-WEU-ITA,2055,0.4747494915190753
C-WEU-ITA,2060,0.46244582990603933
C-WEU-ITA,2065,0.4503205869728772
C-WEU-ITA,2070,0.4384449634861691
C-WEU-ITA,2075,0.4268859296471993
C-WEU-ITA,2080,0.41570701998926357
C-WEU-ITA,2085,0.4049694089816079
C-WEU-ITA,2090,0.39473331617615554
C-WEU-ITA,2095,0.3850597998615122
C-WEU-ITA,2100,0.3760130102737025
C-WEU-LUX,2010,0.17883588971499992
C-WEU-LUX,2015,0.19793115841631312
C-WEU-LUX,2020,0.21581039096443855
C-WEU-LUX,2025,0.23150304131891758
C-WEU-LUX,2030,0.24500559281143622
C-WEU-LUX,2035,0.25639987479522547
C-WEU-LUX,2040,0.2658182670988796
C-WEU-LUX,2045,0.27342464782148934
C-WEU-LUX,2050,0.27940334851516396
C-WEU-LUX,2055,0.2839524365648388
C-WEU-LUX,2060,0.28727945462280696
C-WEU-LUX,2065,0.2895986130163344
C-WEU-LUX,2070,0.29112887054701464
C-WEU-LUX,2075,0.2920925739879029
C-WEU-LUX,2080,0.29271445837929666
C-WEU-LUX,2085,0.2932208879504741
C-WEU-LUX,2090,0.2938392658546218
C-WEU-LUX,2095,0.2947975726150522
C-WEU-LUX,2100,0.29632401463893737
C-WEU-MLT,2010,0.20218029661079723
C-WEU-MLT,2015,0.22106898214614484
C-WEU-MLT,2020,0.2352335210647548
C-WEU-MLT,2025,0.2452984576993502
C-WEU-MLT,2030,0.2517418522593814
C-WEU-MLT,2035,0.2550440073572126
C-WEU-MLT,2040,0.2556867769646343
C-WEU-MLT,2045,0.25415335679071843
C-WEU-MLT,2050,0.2509283557646213
C-WEU-MLT,2055,0.2464980664142004
C-WEU-MLT,2060,0.24135089078880148
C-WEU-MLT,2065,0.23597787421653874
C-WEU-MLT,2070,0.2308732582983789
C-WEU-MLT,2075,0.22653488607858152
C-WEU-MLT,2080,0.2234641837333592
C-WEU-MLT,2085,0.22216534131568966
C-WEU-MLT,2090,0.22314330761549558
C-WEU-MLT,2095,0.22690043290972153
C-WEU-MLT,2100,0.2339321336556414
C-WEU-NLD,2010,0.3200991421203124
C-WEU-NLD,2015,0.32701408081176364
C-WEU-NLD,2020,0.3319184762943732
C-WEU-NLD,2025,0.3356571806383175
C-WEU-NLD,2030,0.33833140877380485
C-WEU-NLD,2035,0.34005599986671986
C-WEU-NLD,2040,0.3409550667214904
C-WEU-NLD,2045,0.34115883693567606
C-WEU-NLD,2050,0.34080129625266836
C-WEU-NLD,2055,0.3400183991916015
C-WEU-NLD,2060,0.3389467107128884
C-WEU-NLD,2065,0.33772240884823207
C-WEU-NLD,2070,0.3364806241627861
C-WEU-NLD,2075,0.33535512342534096
C-WEU-NLD,2080,0.33447836371216716
C-WEU-NLD,2085,0.33398194861338876
C-WEU-NLD,2090,0.3339975082666254
C-WEU-NLD,2095,0.33465799785576944
C-WEU-NLD,2100,0.3360993651866485
C-WEU-PRT,2010,0.4801861125597479
C-WEU-PRT,2015,0.41302646775275886
C-WEU-PRT,2020,0.411706562509734
C-WEU-PRT,2025,0.4089835486191196
C-WEU-PRT,2030,0.4050413247185138
C-WEU-PRT,2035,0.40006336639642903
C-WEU-PRT,2040,0.39423165003276545
C-WEU-PRT,2045,0.38772573017890705
C-WEU-PRT,2050,0.38072195939197573
C-WEU-PRT,2055,0.37339286373986397
C-WEU-PRT,2060,0.36590670919825585
C-WEU-PRT,2065,0.3584273142411986
C-WEU-PRT,2070,0.35111418104494674
C-WEU-PRT,2075,0.3441230294109152
C-WEU-PRT,2080,0.33760681991034786
C-WEU-PRT,2085,0.33171734093312544
C-WEU-PRT,2090,0.3266074031018264
C-WEU-PRT,2095,0.32243362993113334
C-WEU-PRT,2100,0.3193597550798608
C-WEU-SWE,2010,0.41173854300381474
C-WEU-SWE,2015,0.4359838997465709
C-WEU-SWE,2020,0.4638185848288219
C-WEU-SWE,2025,0.4892464252121292
C-WEU-SWE,2030,0.512397484459218
C-WEU-SWE,2035,0.5334307533901741
C-WEU-SWE,2040,0.5525259275959405
C-WEU-SWE,2045,0.5698777048312504
C-WEU-SWE,2050,0.5856917383573044
C-WEU-SWE,2055,0.6001817089444278
C-WEU-SWE,2060,0.6135671736778353
C-WEU-SWE,2065,0.6260719701157683
C-WEU-SWE,2070,0.6379230304339562
C-WEU-SWE,2075,0.6493495092395274
C-WEU-SWE,2080,0.6605821607262695
C-WEU-SWE,2085,0.6718529216486484
C-WEU-SWE,2090,0.6833946697473974
C-WEU-SWE,2095,0.6954411349493694
C-WEU-SWE,2100,0.7082269443140347
