region_bld,region_nuts,urt,mat,arch,year,value
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2080,56.7377579016345
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2085,57.69171162416412
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2090,58.53326054937069
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2095,59.273376601283765
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,mfh,2100,59.922730276671246
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2015,35.412094997663246
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2020,38.19972061018452
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2025,40.961691182699504
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2030,43.661779745372506
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2035,46.26725607047995
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2040,48.7503463776136
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2045,51.08918216904389
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2050,53.26820115940999
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2055,55.27804180674102
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2060,57.11503104399859
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2065,58.780393465471455
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2070,60.279313195792234
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2075,61.619962324285645
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2080,62.812582365643685
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2085,63.86867446036235
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2090,64.80032673881325
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2095,65.61968587507593
C-EEU-BGR,C-EEU-BGR-BG314,rur,perm,sfh,2100,66.33856484629705
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2015,34.795865458321316
C-EEU-BGR,C-EEU-BGR-BG314,urb,perm,sfh,2020,37.53498173899923
