region_gea,arch,material,year,value
PAO,mfh,glass,2080,6.059513479
PAO,mfh,glass,2085,6.059513479
PAO,mfh,glass,2090,6.059513479
PAO,mfh,glass,2095,6.059513479
PAO,mfh,glass,2100,6.059513479
PAO,mfh,steel,2015,89.677358875
PAO,mfh,steel,2020,89.677358875
PAO,mfh,steel,2025,89.677358875
PAO,mfh,steel,2030,89.677358875
PAO,mfh,steel,2035,89.677358875
PAO,mfh,steel,2040,89.677358875
PAO,mfh,steel,2045,89.677358875
PAO,mfh,steel,2050,89.677358875
PAO,mfh,steel,2055,89.677358875
PAO,mfh,steel,2060,89.677358875
PAO,mfh,steel,2065,89.677358875
PAO,mfh,steel,2070,89.677358875
PAO,mfh,steel,2075,89.677358875
PAO,mfh,steel,2080,89.677358875
PAO,mfh,steel,2085,89.677358875
PAO,mfh,steel,2090,89.677358875
PAO,mfh,steel,2095,89.677358875
PAO,mfh,steel,2100,89.677358875
PAO,mfh,wood,2015,48.040393925
PAO,mfh,wood,2020,48.040393925
PAO,mfh,wood,2025,48.040393925
PAO,mfh,wood,2030,48.040393925
PAO,mfh,wood,2035,48.040393925
PAO,mfh,wood,2040,48.040393925
PAO,mfh,wood,2045,48.040393925
PAO,mfh,wood,2050,48.040393925
PAO,mfh,wood,2055,48.040393925
PAO,mfh,wood,2060,48.040393925
PAO,mfh,wood,2065,48.040393925
PAO,mfh,wood,2070,48.040393925
PAO,mfh,wood,2075,48.040393925
PAO,mfh,wood,2080,48.040393925
PAO,mfh,wood,2085,48.040393925
PAO,mfh,wood,2090,48.040393925
PAO,mfh,wood,2095,48.040393925
PAO,mfh,wood,2100,48.040393925
PAO,sfh,aluminum,2015,1.3664784150000002
PAO,sfh,aluminum,2020,1.3664784150000002
PAO,sfh,aluminum,2025,1.3664784150000002
PAO,sfh,aluminum,2030,1.3664784150000002
PAO,sfh,aluminum,2035,1.3664784150000002
PAO,sfh,aluminum,2040,1.3664784150000002
PAO,sfh,aluminum,2045,1.3664784150000002
PAO,sfh,aluminum,2050,1.3664784150000002
PAO,sfh,aluminum,2055,1.3664784150000002
PAO,sfh,aluminum,2060,1.3664784150000002
PAO,sfh,aluminum,2065,1.3664784150000002
PAO,sfh,aluminum,2070,1.3664784150000002
PAO,sfh,aluminum,2075,1.3664784150000002
PAO,sfh,aluminum,2080,1.3664784150000002
PAO,sfh,aluminum,2085,1.3664784150000002
PAO,sfh,aluminum,2090,1.3664784150000002
PAO,sfh,aluminum,2095,1.3664784150000002
PAO,sfh,aluminum,2100,1.3664784150000002
PAO,sfh,concrete,2015,540.7562643
PAO,sfh,concrete,2020,540.7562643
PAO,sfh,concrete,2025,540.7562643
PAO,sfh,concrete,2030,540.7562643
PAO,sfh,concrete,2035,540.7562643
PAO,sfh,concrete,2040,540.7562643
PAO,sfh,concrete,2045,540.7562643
PAO,sfh,concrete,2050,540.7562643
PAO,sfh,concrete,2055,540.7562643
PAO,sfh,concrete,2060,540.7562643
PAO,sfh,concrete,2065,540.7562643
PAO,sfh,concrete,2070,540.7562643
PAO,sfh,concrete,2075,540.7562643
PAO,sfh,concrete,2080,540.7562643
PAO,sfh,concrete,2085,540.7562643
PAO,sfh,concrete,2090,540.7562643
PAO,sfh,concrete,2095,540.7562643
PAO,sfh,concrete,2100,540.7562643
PAO,sfh,copper,2015,1.0588248185
PAO,sfh,copper,2020,1.0588248185
PAO,sfh,copper,2025,1.0588248185
PAO,sfh,copper,2030,1.0588248185
PAO,sfh,copper,2035,1.0588248185
PAO,sfh,copper,2040,1.0588248185
PAO,sfh,copper,2045,1.0588248185
PAO,sfh,copper,2050,1.0588248185
PAO,sfh,copper,2055,1.0588248185
PAO,sfh,copper,2060,1.0588248185
PAO,sfh,copper,2065,1.0588248185
PAO,sfh,copper,2070,1.0588248185
PAO,sfh,copper,2075,1.0588248185
PAO,sfh,copper,2080,1.0588248185
PAO,sfh,copper,2085,1.0588248185
PAO,sfh,copper,2090,1.0588248185
PAO,sfh,copper,2095,1.0588248185
PAO,sfh,copper,2100,1.0588248185
PAO,sfh,glass,2015,2.0183134930000004
PAO,sfh,glass,2020,2.0183134930000004
PAO,sfh,glass,2025,2.0183134930000004
PAO,sfh,glass,2030,2.0183134930000004
PAO,sfh,glass,2035,2.0183134930000004
PAO,sfh,glass,2040,2.0183134930000004
PAO,sfh,glass,2045,2.0183134930000004
PAO,sfh,glass,2050,2.0183134930000004
PAO,sfh,glass,2055,2.0183134930000004
PAO,sfh,glass,2060,2.0183134930000004
PAO,sfh,glass,2065,2.0183134930000004
PAO,sfh,glass,2070,2.0183134930000004
PAO,sfh,glass,2075,2.0183134930000004
PAO,sfh,glass,2080,2.0183134930000004
PAO,sfh,glass,2085,2.0183134930000004
PAO,sfh,glass,2090,2.0183134930000004
PAO,sfh,glass,2095,2.0183134930000004
PAO,sfh,glass,2100,2.0183134930000004
PAO,sfh,steel,2015,36.298496475
PAO,sfh,steel,2020,36.298496475
PAO,sfh,steel,2025,36.298496475
PAO,sfh,steel,2030,36.298496475
PAO,sfh,steel,2035,36.298496475
PAO,sfh,steel,2040,36.298496475
PAO,sfh,steel,2045,36.298496475
PAO,sfh,steel,2050,36.298496475
PAO,sfh,steel,2055,36.298496475
PAO,sfh,steel,2060,36.298496475
PAO,sfh,steel,2065,36.298496475
PAO,sfh,steel,2070,36.298496475
PAO,sfh,steel,2075,36.298496475
PAO,sfh,steel,2080,36.298496475
PAO,sfh,steel,2085,36.298496475
PAO,sfh,steel,2090,36.298496475
PAO,sfh,steel,2095,36.298496475
PAO,sfh,steel,2100,36.298496475
PAO,sfh,wood,2015,61.017144540000004
PAO,sfh,wood,2020,61.017144540000004
PAO,sfh,wood,2025,61.017144540000004
PAO,sfh,wood,2030,61.017144540000004
PAO,sfh,wood,2035,61.017144540000004
PAO,sfh,wood,2040,61.017144540000004
PAO,sfh,wood,2045,61.017144540000004
PAO,sfh,wood,2050,61.017144540000004
PAO,sfh,wood,2055,61.017144540000004
PAO,sfh,wood,2060,61.017144540000004
PAO,sfh,wood,2065,61.017144540000004
PAO,sfh,wood,2070,61.017144540000004
PAO,sfh,wood,2075,61.017144540000004
PAO,sfh,wood,2080,61.017144540000004
PAO,sfh,wood,2085,61.017144540000004
PAO,sfh,wood,2090,61.017144540000004
PAO,sfh,wood,2095,61.017144540000004
PAO,sfh,wood,2100,61.017144540000004
PAS,mfh,aluminum,2015,1.5121023754999998
PAS,mfh,aluminum,2020,1.5121023754999998
PAS,mfh,aluminum,2025,1.5121023754999998
PAS,mfh,aluminum,2030,1.5121023754999998
PAS,mfh,aluminum,2035,1.5121023754999998
PAS,mfh,aluminum,2040,1.5121023754999998
PAS,mfh,aluminum,2045,1.5121023754999998
PAS,mfh,aluminum,2050,1.5121023754999998
PAS,mfh,aluminum,2055,1.5121023754999998
PAS,mfh,aluminum,2060,1.5121023754999998
PAS,mfh,aluminum,2065,1.5121023754999998
PAS,mfh,aluminum,2070,1.5121023754999998
PAS,mfh,aluminum,2075,1.5121023754999998
PAS,mfh,aluminum,2080,1.5121023754999998
PAS,mfh,aluminum,2085,1.5121023754999998
PAS,mfh,aluminum,2090,1.5121023754999998
PAS,mfh,aluminum,2095,1.5121023754999998
PAS,mfh,aluminum,2100,1.5121023754999998
PAS,mfh,concrete,2015,1005.052922
PAS,mfh,concrete,2020,1005.052922
PAS,mfh,concrete,2025,1005.052922
PAS,mfh,concrete,2030,1005.052922
PAS,mfh,concrete,2035,1005.052922
PAS,mfh,concrete,2040,1005.052922
PAS,mfh,concrete,2045,1005.052922
PAS,mfh,concrete,2050,1005.052922
PAS,mfh,concrete,2055,1005.052922
PAS,mfh,concrete,2060,1005.052922
PAS,mfh,concrete,2065,1005.052922
PAS,mfh,concrete,2070,1005.052922
PAS,mfh,concrete,2075,1005.052922
PAS,mfh,concrete,2080,1005.052922
PAS,mfh,concrete,2085,1005.052922
PAS,mfh,concrete,2090,1005.052922
PAS,mfh,concrete,2095,1005.052922
PAS,mfh,concrete,2100,1005.052922
PAS,mfh,copper,2015,0.1647977795
PAS,mfh,copper,2020,0.1647977795
PAS,mfh,copper,2025,0.1647977795
PAS,mfh,copper,2030,0.1647977795
PAS,mfh,copper,2035,0.1647977795
PAS,mfh,copper,2040,0.1647977795
PAS,mfh,copper,2045,0.1647977795
PAS,mfh,copper,2050,0.1647977795
PAS,mfh,copper,2055,0.1647977795
PAS,mfh,copper,2060,0.1647977795
PAS,mfh,copper,2065,0.1647977795
PAS,mfh,copper,2070,0.1647977795
PAS,mfh,copper,2075,0.1647977795
PAS,mfh,copper,2080,0.1647977795
PAS,mfh,copper,2085,0.1647977795
PAS,mfh,copper,2090,0.1647977795
PAS,mfh,copper,2095,0.1647977795
PAS,mfh,copper,2100,0.1647977795
PAS,mfh,glass,2015,3.9201182649999997
PAS,mfh,glass,2020,3.9201182649999997
PAS,mfh,glass,2025,3.9201182649999997
PAS,mfh,glass,2030,3.9201182649999997
PAS,mfh,glass,2035,3.9201182649999997
PAS,mfh,glass,2040,3.9201182649999997
PAS,mfh,glass,2045,3.9201182649999997
PAS,mfh,glass,2050,3.9201182649999997
PAS,mfh,glass,2055,3.9201182649999997
PAS,mfh,glass,2060,3.9201182649999997
PAS,mfh,glass,2065,3.9201182649999997
PAS,mfh,glass,2070,3.9201182649999997
PAS,mfh,glass,2075,3.9201182649999997
PAS,mfh,glass,2080,3.9201182649999997
PAS,mfh,glass,2085,3.9201182649999997
PAS,mfh,glass,2090,3.9201182649999997
PAS,mfh,glass,2095,3.9201182649999997
PAS,mfh,glass,2100,3.9201182649999997
PAS,mfh,steel,2015,93.49907709
PAS,mfh,steel,2020,93.49907709
PAS,mfh,steel,2025,93.49907709
PAS,mfh,steel,2030,93.49907709
PAS,mfh,steel,2035,93.49907709
PAS,mfh,steel,2040,93.49907709
PAS,mfh,steel,2045,93.49907709
PAS,mfh,steel,2050,93.49907709
PAS,mfh,steel,2055,93.49907709
PAS,mfh,steel,2060,93.49907709
PAS,mfh,steel,2065,93.49907709
PAS,mfh,steel,2070,93.49907709
PAS,mfh,steel,2075,93.49907709
PAS,mfh,steel,2080,93.49907709
PAS,mfh,steel,2085,93.49907709
PAS,mfh,steel,2090,93.49907709
PAS,mfh,steel,2095,93.49907709
PAS,mfh,steel,2100,93.49907709
PAS,mfh,wood,2015,39.399884705
PAS,mfh,wood,2020,39.399884705
PAS,mfh,wood,2025,39.399884705
PAS,mfh,wood,2030,39.399884705
PAS,mfh,wood,2035,39.399884705
PAS,mfh,wood,2040,39.399884705
PAS,mfh,wood,2045,39.399884705
PAS,mfh,wood,2050,39.399884705
PAS,mfh,wood,2055,39.399884705
PAS,mfh,wood,2060,39.399884705
PAS,mfh,wood,2065,39.399884705
PAS,mfh,wood,2070,39.399884705
PAS,mfh,wood,2075,39.399884705
PAS,mfh,wood,2080,39.399884705
PAS,mfh,wood,2085,39.399884705
PAS,mfh,wood,2090,39.399884705
PAS,mfh,wood,2095,39.399884705
PAS,mfh,wood,2100,39.399884705
PAS,sfh,aluminum,2015,3.0320352385000002
PAS,sfh,aluminum,2020,3.0320352385000002
PAS,sfh,aluminum,2025,3.0320352385000002
PAS,sfh,aluminum,2030,3.0320352385000002
PAS,sfh,aluminum,2035,3.0320352385000002
PAS,sfh,aluminum,2040,3.0320352385000002
PAS,sfh,aluminum,2045,3.0320352385000002
PAS,sfh,aluminum,2050,3.0320352385000002
PAS,sfh,aluminum,2055,3.0320352385000002
PAS,sfh,aluminum,2060,3.0320352385000002
PAS,sfh,aluminum,2065,3.0320352385000002
PAS,sfh,aluminum,2070,3.0320352385000002
PAS,sfh,aluminum,2075,3.0320352385000002
PAS,sfh,aluminum,2080,3.0320352385000002
PAS,sfh,aluminum,2085,3.0320352385000002
PAS,sfh,aluminum,2090,3.0320352385000002
PAS,sfh,aluminum,2095,3.0320352385000002
PAS,sfh,aluminum,2100,3.0320352385000002
PAS,sfh,concrete,2015,989.7576238
PAS,sfh,concrete,2020,989.7576238
PAS,sfh,concrete,2025,989.7576238
PAS,sfh,concrete,2030,989.7576238
PAS,sfh,concrete,2035,989.7576238
PAS,sfh,concrete,2040,989.7576238
PAS,sfh,concrete,2045,989.7576238
PAS,sfh,concrete,2050,989.7576238
PAS,sfh,concrete,2055,989.7576238
PAS,sfh,concrete,2060,989.7576238
PAS,sfh,concrete,2065,989.7576238
PAS,sfh,concrete,2070,989.7576238
PAS,sfh,concrete,2075,989.7576238
PAS,sfh,concrete,2080,989.7576238
PAS,sfh,concrete,2085,989.7576238
PAS,sfh,concrete,2090,989.7576238
PAS,sfh,concrete,2095,989.7576238
PAS,sfh,concrete,2100,989.7576238
PAS,sfh,copper,2015,1.2749085875
PAS,sfh,copper,2020,1.2749085875
PAS,sfh,copper,2025,1.2749085875
PAS,sfh,copper,2030,1.2749085875
PAS,sfh,copper,2035,1.2749085875
PAS,sfh,copper,2040,1.2749085875
PAS,sfh,copper,2045,1.2749085875
PAS,sfh,copper,2050,1.2749085875
PAS,sfh,copper,2055,1.2749085875
PAS,sfh,copper,2060,1.2749085875
PAS,sfh,copper,2065,1.2749085875
PAS,sfh,copper,2070,1.2749085875
PAS,sfh,copper,2075,1.2749085875
PAS,sfh,copper,2080,1.2749085875
PAS,sfh,copper,2085,1.2749085875
PAS,sfh,copper,2090,1.2749085875
PAS,sfh,copper,2095,1.2749085875
PAS,sfh,copper,2100,1.2749085875
PAS,sfh,glass,2015,2.2629358885
PAS,sfh,glass,2020,2.2629358885
PAS,sfh,glass,2025,2.2629358885
PAS,sfh,glass,2030,2.2629358885
PAS,sfh,glass,2035,2.2629358885
PAS,sfh,glass,2040,2.2629358885
PAS,sfh,glass,2045,2.2629358885
PAS,sfh,glass,2050,2.2629358885
PAS,sfh,glass,2055,2.2629358885
PAS,sfh,glass,2060,2.2629358885
PAS,sfh,glass,2065,2.2629358885
PAS,sfh,glass,2070,2.2629358885
PAS,sfh,glass,2075,2.2629358885
PAS,sfh,glass,2080,2.2629358885
PAS,sfh,glass,2085,2.2629358885
PAS,sfh,glass,2090,2.2629358885
PAS,sfh,glass,2095,2.2629358885
PAS,sfh,glass,2100,2.2629358885
PAS,sfh,steel,2015,30.971676864999996
PAS,sfh,steel,2020,30.971676864999996
PAS,sfh,steel,2025,30.971676864999996
PAS,sfh,steel,2030,30.971676864999996
PAS,sfh,steel,2035,30.971676864999996
PAS,sfh,steel,2040,30.971676864999996
PAS,sfh,steel,2045,30.971676864999996
PAS,sfh,steel,2050,30.971676864999996
PAS,sfh,steel,2055,30.971676864999996
PAS,sfh,steel,2060,30.971676864999996
PAS,sfh,steel,2065,30.971676864999996
PAS,sfh,steel,2070,30.971676864999996
PAS,sfh,steel,2075,30.971676864999996
PAS,sfh,steel,2080,30.971676864999996
PAS,sfh,steel,2085,30.971676864999996
PAS,sfh,steel,2090,30.971676864999996
PAS,sfh,steel,2095,30.971676864999996
PAS,sfh,steel,2100,30.971676864999996
PAS,sfh,wood,2015,60.81279718
PAS,sfh,wood,2020,60.81279718
PAS,sfh,wood,2025,60.81279718
PAS,sfh,wood,2030,60.81279718
PAS,sfh,wood,2035,60.81279718
PAS,sfh,wood,2040,60.81279718
PAS,sfh,wood,2045,60.81279718
PAS,sfh,wood,2050,60.81279718
PAS,sfh,wood,2055,60.81279718
PAS,sfh,wood,2060,60.81279718
PAS,sfh,wood,2065,60.81279718
PAS,sfh,wood,2070,60.81279718
PAS,sfh,wood,2075,60.81279718
PAS,sfh,wood,2080,60.81279718
PAS,sfh,wood,2085,60.81279718
PAS,sfh,wood,2090,60.81279718
PAS,sfh,wood,2095,60.81279718
PAS,sfh,wood,2100,60.81279718
SAS,mfh,aluminum,2015,2.0570446735
SAS,mfh,aluminum,2020,2.0570446735
SAS,mfh,aluminum,2025,2.0570446735
SAS,mfh,aluminum,2030,2.0570446735
SAS,mfh,aluminum,2035,2.0570446735
SAS,mfh,aluminum,2040,2.0570446735
SAS,mfh,aluminum,2045,2.0570446735
SAS,mfh,aluminum,2050,2.0570446735
SAS,mfh,aluminum,2055,2.0570446735
SAS,mfh,aluminum,2060,2.0570446735
SAS,mfh,aluminum,2065,2.0570446735
SAS,mfh,aluminum,2070,2.0570446735
SAS,mfh,aluminum,2075,2.0570446735
SAS,mfh,aluminum,2080,2.0570446735
SAS,mfh,aluminum,2085,2.0570446735
SAS,mfh,aluminum,2090,2.0570446735
SAS,mfh,aluminum,2095,2.0570446735
SAS,mfh,aluminum,2100,2.0570446735
SAS,mfh,concrete,2015,1004.3481830000001
SAS,mfh,concrete,2020,1004.3481830000001
SAS,mfh,concrete,2025,1004.3481830000001
SAS,mfh,concrete,2030,1004.3481830000001
SAS,mfh,concrete,2035,1004.3481830000001
SAS,mfh,concrete,2040,1004.3481830000001
SAS,mfh,concrete,2045,1004.3481830000001
SAS,mfh,concrete,2050,1004.3481830000001
SAS,mfh,concrete,2055,1004.3481830000001
SAS,mfh,concrete,2060,1004.3481830000001
SAS,mfh,concrete,2065,1004.3481830000001
SAS,mfh,concrete,2070,1004.3481830000001
SAS,mfh,concrete,2075,1004.3481830000001
SAS,mfh,concrete,2080,1004.3481830000001
SAS,mfh,concrete,2085,1004.3481830000001
SAS,mfh,concrete,2090,1004.3481830000001
SAS,mfh,concrete,2095,1004.3481830000001
SAS,mfh,concrete,2100,1004.3481830000001
SAS,mfh,copper,2015,0.1749484535
SAS,mfh,copper,2020,0.1749484535
SAS,mfh,copper,2025,0.1749484535
SAS,mfh,copper,2030,0.1749484535
SAS,mfh,copper,2035,0.1749484535
SAS,mfh,copper,2040,0.1749484535
SAS,mfh,copper,2045,0.1749484535
SAS,mfh,copper,2050,0.1749484535
SAS,mfh,copper,2055,0.1749484535
SAS,mfh,copper,2060,0.1749484535
SAS,mfh,copper,2065,0.1749484535
SAS,mfh,copper,2070,0.1749484535
SAS,mfh,copper,2075,0.1749484535
SAS,mfh,copper,2080,0.1749484535
SAS,mfh,copper,2085,0.1749484535
SAS,mfh,copper,2090,0.1749484535
SAS,mfh,copper,2095,0.1749484535
SAS,mfh,copper,2100,0.1749484535
SAS,mfh,glass,2015,5.481168385
SAS,mfh,glass,2020,5.481168385
SAS,mfh,glass,2025,5.481168385
SAS,mfh,glass,2030,5.481168385
SAS,mfh,glass,2035,5.481168385
SAS,mfh,glass,2040,5.481168385
SAS,mfh,glass,2045,5.481168385
SAS,mfh,glass,2050,5.481168385
SAS,mfh,glass,2055,5.481168385
SAS,mfh,glass,2060,5.481168385
SAS,mfh,glass,2065,5.481168385
SAS,mfh,glass,2070,5.481168385
SAS,mfh,glass,2075,5.481168385
SAS,mfh,glass,2080,5.481168385
SAS,mfh,glass,2085,5.481168385
SAS,mfh,glass,2090,5.481168385
SAS,mfh,glass,2095,5.481168385
SAS,mfh,glass,2100,5.481168385
SAS,mfh,steel,2015,101.19328609999998
SAS,mfh,steel,2020,101.19328609999998
SAS,mfh,steel,2025,101.19328609999998
SAS,mfh,steel,2030,101.19328609999998
SAS,mfh,steel,2035,101.19328609999998
SAS,mfh,steel,2040,101.19328609999998
SAS,mfh,steel,2045,101.19328609999998
SAS,mfh,steel,2050,101.19328609999998
SAS,mfh,steel,2055,101.19328609999998
SAS,mfh,steel,2060,101.19328609999998
SAS,mfh,steel,2065,101.19328609999998
SAS,mfh,steel,2070,101.19328609999998
SAS,mfh,steel,2075,101.19328609999998
SAS,mfh,steel,2080,101.19328609999998
SAS,mfh,steel,2085,101.19328609999998
SAS,mfh,steel,2090,101.19328609999998
SAS,mfh,steel,2095,101.19328609999998
SAS,mfh,steel,2100,101.19328609999998
SAS,mfh,wood,2015,44.962474224999994
SAS,mfh,wood,2020,44.962474224999994
SAS,mfh,wood,2025,44.962474224999994
SAS,mfh,wood,2030,44.962474224999994
SAS,mfh,wood,2035,44.962474224999994
SAS,mfh,wood,2040,44.962474224999994
SAS,mfh,wood,2045,44.962474224999994
SAS,mfh,wood,2050,44.962474224999994
SAS,mfh,wood,2055,44.962474224999994
SAS,mfh,wood,2060,44.962474224999994
SAS,mfh,wood,2065,44.962474224999994
SAS,mfh,wood,2070,44.962474224999994
SAS,mfh,wood,2075,44.962474224999994
SAS,mfh,wood,2080,44.962474224999994
SAS,mfh,wood,2085,44.962474224999994
SAS,mfh,wood,2090,44.962474224999994
SAS,mfh,wood,2095,44.962474224999994
SAS,mfh,wood,2100,44.962474224999994
SAS,sfh,aluminum,2015,2.8656694560000004
SAS,sfh,aluminum,2020,2.8656694560000004
SAS,sfh,aluminum,2025,2.8656694560000004
SAS,sfh,aluminum,2030,2.8656694560000004
SAS,sfh,aluminum,2035,2.8656694560000004
SAS,sfh,aluminum,2040,2.8656694560000004
SAS,sfh,aluminum,2045,2.8656694560000004
SAS,sfh,aluminum,2050,2.8656694560000004
SAS,sfh,aluminum,2055,2.8656694560000004
SAS,sfh,aluminum,2060,2.8656694560000004
SAS,sfh,aluminum,2065,2.8656694560000004
SAS,sfh,aluminum,2070,2.8656694560000004
SAS,sfh,aluminum,2075,2.8656694560000004
SAS,sfh,aluminum,2080,2.8656694560000004
SAS,sfh,aluminum,2085,2.8656694560000004
SAS,sfh,aluminum,2090,2.8656694560000004
SAS,sfh,aluminum,2095,2.8656694560000004
SAS,sfh,aluminum,2100,2.8656694560000004
SAS,sfh,concrete,2015,943.8477432
SAS,sfh,concrete,2020,943.8477432
SAS,sfh,concrete,2025,943.8477432
SAS,sfh,concrete,2030,943.8477432
SAS,sfh,concrete,2035,943.8477432
SAS,sfh,concrete,2040,943.8477432
SAS,sfh,concrete,2045,943.8477432
SAS,sfh,concrete,2050,943.8477432
SAS,sfh,concrete,2055,943.8477432
SAS,sfh,concrete,2060,943.8477432
SAS,sfh,concrete,2065,943.8477432
SAS,sfh,concrete,2070,943.8477432
SAS,sfh,concrete,2075,943.8477432
SAS,sfh,concrete,2080,943.8477432
SAS,sfh,concrete,2085,943.8477432
SAS,sfh,concrete,2090,943.8477432
SAS,sfh,concrete,2095,943.8477432
SAS,sfh,concrete,2100,943.8477432
SAS,sfh,copper,2015,1.400058403
SAS,sfh,copper,2020,1.400058403
SAS,sfh,copper,2025,1.400058403
SAS,sfh,copper,2030,1.400058403
SAS,sfh,copper,2035,1.400058403
SAS,sfh,copper,2040,1.400058403
SAS,sfh,copper,2045,1.400058403
SAS,sfh,copper,2050,1.400058403
SAS,sfh,copper,2055,1.400058403
SAS,sfh,copper,2060,1.400058403
SAS,sfh,copper,2065,1.400058403
SAS,sfh,copper,2070,1.400058403
SAS,sfh,copper,2075,1.400058403
SAS,sfh,copper,2080,1.400058403
SAS,sfh,copper,2085,1.400058403
SAS,sfh,copper,2090,1.400058403
SAS,sfh,copper,2095,1.400058403
SAS,sfh,copper,2100,1.400058403
SAS,sfh,glass,2015,2.336387727
SAS,sfh,glass,2020,2.336387727
SAS,sfh,glass,2025,2.336387727
SAS,sfh,glass,2030,2.336387727
SAS,sfh,glass,2035,2.336387727
SAS,sfh,glass,2040,2.336387727
SAS,sfh,glass,2045,2.336387727
SAS,sfh,glass,2050,2.336387727
SAS,sfh,glass,2055,2.336387727
SAS,sfh,glass,2060,2.336387727
SAS,sfh,glass,2065,2.336387727
SAS,sfh,glass,2070,2.336387727
SAS,sfh,glass,2075,2.336387727
SAS,sfh,glass,2080,2.336387727
SAS,sfh,glass,2085,2.336387727
SAS,sfh,glass,2090,2.336387727
SAS,sfh,glass,2095,2.336387727
SAS,sfh,glass,2100,2.336387727
SAS,sfh,steel,2015,31.510824615
SAS,sfh,steel,2020,31.510824615
SAS,sfh,steel,2025,31.510824615
SAS,sfh,steel,2030,31.510824615
SAS,sfh,steel,2035,31.510824615
SAS,sfh,steel,2040,31.510824615
SAS,sfh,steel,2045,31.510824615
SAS,sfh,steel,2050,31.510824615
SAS,sfh,steel,2055,31.510824615
SAS,sfh,steel,2060,31.510824615
SAS,sfh,steel,2065,31.510824615
SAS,sfh,steel,2070,31.510824615
SAS,sfh,steel,2075,31.510824615
SAS,sfh,steel,2080,31.510824615
SAS,sfh,steel,2085,31.510824615
SAS,sfh,steel,2090,31.510824615
SAS,sfh,steel,2095,31.510824615
SAS,sfh,steel,2100,31.510824615
SAS,sfh,wood,2015,32.588597455
SAS,sfh,wood,2020,32.588597455
SAS,sfh,wood,2025,32.588597455
SAS,sfh,wood,2030,32.588597455
SAS,sfh,wood,2035,32.588597455
SAS,sfh,wood,2040,32.588597455
SAS,sfh,wood,2045,32.588597455
SAS,sfh,wood,2050,32.588597455
SAS,sfh,wood,2055,32.588597455
SAS,sfh,wood,2060,32.588597455
SAS,sfh,wood,2065,32.588597455
SAS,sfh,wood,2070,32.588597455
SAS,sfh,wood,2075,32.588597455
SAS,sfh,wood,2080,32.588597455
SAS,sfh,wood,2085,32.588597455
SAS,sfh,wood,2090,32.588597455
SAS,sfh,wood,2095,32.588597455
SAS,sfh,wood,2100,32.588597455
WEU,mfh,aluminum,2015,1.2386356475
WEU,mfh,aluminum,2020,1.2386356475
WEU,mfh,aluminum,2025,1.2386356475
WEU,mfh,aluminum,2030,1.2386356475
WEU,mfh,aluminum,2035,1.2386356475
WEU,mfh,aluminum,2040,1.2386356475
WEU,mfh,aluminum,2045,1.2386356475
WEU,mfh,aluminum,2050,1.2386356475
WEU,mfh,aluminum,2055,1.2386356475
WEU,mfh,aluminum,2060,1.2386356475
WEU,mfh,aluminum,2065,1.2386356475
WEU,mfh,aluminum,2070,1.2386356475
WEU,mfh,aluminum,2075,1.2386356475
WEU,mfh,aluminum,2080,1.2386356475
WEU,mfh,aluminum,2085,1.2386356475
WEU,mfh,aluminum,2090,1.2386356475
WEU,mfh,aluminum,2095,1.2386356475
WEU,mfh,aluminum,2100,1.2386356475
WEU,mfh,concrete,2015,711.2632170500001
WEU,mfh,concrete,2020,711.2632170500001
WEU,mfh,concrete,2025,711.2632170500001
WEU,mfh,concrete,2030,711.2632170500001
WEU,mfh,concrete,2035,711.2632170500001
WEU,mfh,concrete,2040,711.2632170500001
WEU,mfh,concrete,2045,711.2632170500001
WEU,mfh,concrete,2050,711.2632170500001
WEU,mfh,concrete,2055,711.2632170500001
WEU,mfh,concrete,2060,711.2632170500001
WEU,mfh,concrete,2065,711.2632170500001
WEU,mfh,concrete,2070,711.2632170500001
WEU,mfh,concrete,2075,711.2632170500001
WEU,mfh,concrete,2080,711.2632170500001
WEU,mfh,concrete,2085,711.2632170500001
WEU,mfh,concrete,2090,711.2632170500001
WEU,mfh,concrete,2095,711.2632170500001
WEU,mfh,concrete,2100,711.2632170500001
WEU,mfh,copper,2015,0.097374232
WEU,mfh,copper,2020,0.097374232
WEU,mfh,copper,2025,0.097374232
WEU,mfh,copper,2030,0.097374232
WEU,mfh,copper,2035,0.097374232
WEU,mfh,copper,2040,0.097374232
WEU,mfh,copper,2045,0.097374232
WEU,mfh,copper,2050,0.097374232
WEU,mfh,copper,2055,0.097374232
WEU,mfh,copper,2060,0.097374232
WEU,mfh,copper,2065,0.097374232
WEU,mfh,copper,2070,0.097374232
WEU,mfh,copper,2075,0.097374232
WEU,mfh,copper,2080,0.097374232
WEU,mfh,copper,2085,0.097374232
WEU,mfh,copper,2090,0.097374232
WEU,mfh,copper,2095,0.097374232
WEU,mfh,copper,2100,0.097374232
WEU,mfh,glass,2015,8.3251549515
WEU,mfh,glass,2020,8.3251549515
WEU,mfh,glass,2025,8.3251549515
WEU,mfh,glass,2030,8.3251549515
WEU,mfh,glass,2035,8.3251549515
WEU,mfh,glass,2040,8.3251549515
WEU,mfh,glass,2045,8.3251549515
WEU,mfh,glass,2050,8.3251549515
WEU,mfh,glass,2055,8.3251549515
WEU,mfh,glass,2060,8.3251549515
WEU,mfh,glass,2065,8.3251549515
WEU,mfh,glass,2070,8.3251549515
WEU,mfh,glass,2075,8.3251549515
