region_gea,arch,material,year,urt,value
PAS,sfh,glass,2020,sub,2.2629358885
PAS,sfh,glass,2025,rur,2.450772428
PAS,sfh,glass,2025,urb,2.075099349
PAS,sfh,glass,2025,sub,2.2629358885
PAS,sfh,glass,2030,rur,2.450772428
PAS,sfh,glass,2030,urb,2.075099349
PAS,sfh,glass,2030,sub,2.2629358885
PAS,sfh,glass,2035,rur,2.450772428
PAS,sfh,glass,2035,urb,2.075099349
PAS,sfh,glass,2035,sub,2.2629358885
PAS,sfh,glass,2040,rur,2.450772428
PAS,sfh,glass,2040,urb,2.075099349
PAS,sfh,glass,2040,sub,2.2629358885
PAS,sfh,glass,2045,rur,2.450772428
PAS,sfh,glass,2045,urb,2.075099349
PAS,sfh,glass,2045,sub,2.2629358885
PAS,sfh,glass,2050,rur,2.450772428
PAS,sfh,glass,2050,urb,2.075099349
PAS,sfh,glass,2050,sub,2.2629358885
PAS,sfh,glass,2055,rur,2.450772428
PAS,sfh,glass,2055,urb,2.075099349
PAS,sfh,glass,2055,sub,2.2629358885
PAS,sfh,glass,2060,rur,2.450772428
PAS,sfh,glass,2060,urb,2.075099349
PAS,sfh,glass,2060,sub,2.2629358885
PAS,sfh,glass,2065,rur,2.450772428
PAS,sfh,glass,2065,urb,2.075099349
PAS,sfh,glass,2065,sub,2.2629358885
PAS,sfh,glass,2070,rur,2.450772428
PAS,sfh,glass,2070,urb,2.075099349
PAS,sfh,glass,2070,sub,2.2629358885
PAS,sfh,glass,2075,rur,2.450772428
PAS,sfh,glass,2075,urb,2.075099349
PAS,sfh,glass,2075,sub,2.2629358885
PAS,sfh,glass,2080,rur,2.450772428
PAS,sfh,glass,2080,urb,2.075099349
PAS,sfh,glass,2080,sub,2.2629358885
PAS,sfh,glass,2085,rur,2.450772428
PAS,sfh,glass,2085,urb,2.075099349
PAS,sfh,glass,2085,sub,2.2629358885
PAS,sfh,glass,2090,rur,2.450772428
PAS,sfh,glass,2090,urb,2.075099349
PAS,sfh,glass,2090,sub,2.2629358885
PAS,sfh,glass,2095,rur,2.450772428
PAS,sfh,glass,2095,urb,2.075099349
PAS,sfh,glass,2095,sub,2.2629358885
PAS,sfh,glass,2100,rur,2.450772428
PAS,sfh,glass,2100,urb,2.075099349
PAS,sfh,glass,2100,sub,2.2629358885
PAS,sfh,steel,2015,rur,29.80041037
PAS,sfh,steel,2015,urb,32.14294336
PAS,sfh,steel,2015,sub,30.971676865
PAS,sfh,steel,2020,rur,29.80041037
PAS,sfh,steel,2020,urb,32.14294336
PAS,sfh,steel,2020,sub,30.971676865
PAS,sfh,steel,2025,rur,29.80041037
PAS,sfh,steel,2025,urb,32.14294336
PAS,sfh,steel,2025,sub,30.971676865
PAS,sfh,steel,2030,rur,29.80041037
PAS,sfh,steel,2030,urb,32.14294336
PAS,sfh,steel,2030,sub,30.971676865
PAS,sfh,steel,2035,rur,29.80041037
PAS,sfh,steel,2035,urb,32.14294336
PAS,sfh,steel,2035,sub,30.971676865
PAS,sfh,steel,2040,rur,29.80041037
PAS,sfh,steel,2040,urb,32.14294336
PAS,sfh,steel,2040,sub,30.971676865
PAS,sfh,steel,2045,rur,29.80041037
PAS,sfh,steel,2045,urb,32.14294336
PAS,sfh,steel,2045,sub,30.971676865
PAS,sfh,steel,2050,rur,29.80041037
PAS,sfh,steel,2050,urb,32.14294336
PAS,sfh,steel,2050,sub,30.971676865
PAS,sfh,steel,2055,rur,29.80041037
PAS,sfh,steel,2055,urb,32.14294336
PAS,sfh,steel,2055,sub,30.971676865
PAS,sfh,steel,2060,rur,29.80041037
PAS,sfh,steel,2060,urb,32.14294336
PAS,sfh,steel,2060,sub,30.971676865
PAS,sfh,steel,2065,rur,29.80041037
PAS,sfh,steel,2065,urb,32.14294336
PAS,sfh,steel,2065,sub,30.971676865
PAS,sfh,steel,2070,rur,29.80041037
PAS,sfh,steel,2070,urb,32.14294336
PAS,sfh,steel,2070,sub,30.971676865
PAS,sfh,steel,2075,rur,29.80041037
PAS,sfh,steel,2075,urb,32.14294336
PAS,sfh,steel,2075,sub,30.971676865
PAS,sfh,steel,2080,rur,29.80041037
PAS,sfh,steel,2080,urb,32.14294336
PAS,sfh,steel,2080,sub,30.971676865
PAS,sfh,steel,2085,rur,29.80041037
PAS,sfh,steel,2085,urb,32.14294336
PAS,sfh,steel,2085,sub,30.971676865
PAS,sfh,steel,2090,rur,29.80041037
PAS,sfh,steel,2090,urb,32.14294336
PAS,sfh,steel,2090,sub,30.971676865
PAS,sfh,steel,2095,rur,29.80041037
PAS,sfh,steel,2095,urb,32.14294336
PAS,sfh,steel,2095,sub,30.971676865
PAS,sfh,steel,2100,rur,29.80041037
PAS,sfh,steel,2100,urb,32.14294336
PAS,sfh,steel,2100,sub,30.971676865
PAS,sfh,wood,2015,rur,64.72355545
PAS,sfh,wood,2015,urb,56.90203891
PAS,sfh,wood,2015,sub,60.81279718
PAS,sfh,wood,2020,rur,64.72355545
PAS,sfh,wood,2020,urb,56.90203891
PAS,sfh,wood,2020,sub,60.81279718
PAS,sfh,wood,2025,rur,64.72355545
PAS,sfh,wood,2025,urb,56.90203891
PAS,sfh,wood,2025,sub,60.81279718
PAS,sfh,wood,2030,rur,64.72355545
PAS,sfh,wood,2030,urb,56.90203891
PAS,sfh,wood,2030,sub,60.81279718
PAS,sfh,wood,2035,rur,64.72355545
PAS,sfh,wood,2035,urb,56.90203891
PAS,sfh,wood,2035,sub,60.81279718
PAS,sfh,wood,2040,rur,64.72355545
PAS,sfh,wood,2040,urb,56.90203891
PAS,sfh,wood,2040,sub,60.81279718
PAS,sfh,wood,2045,rur,64.72355545
PAS,sfh,wood,2045,urb,56.90203891
PAS,sfh,wood,2045,sub,60.81279718
PAS,sfh,wood,2050,rur,64.72355545
PAS,sfh,wood,2050,urb,56.90203891
PAS,sfh,wood,2050,sub,60.81279718
PAS,sfh,wood,2055,rur,64.72355545
PAS,sfh,wood,2055,urb,56.90203891
PAS,sfh,wood,2055,sub,60.81279718
PAS,sfh,wood,2060,rur,64.72355545
PAS,sfh,wood,2060,urb,56.90203891
PAS,sfh,wood,2060,sub,60.81279718
PAS,sfh,wood,2065,rur,64.72355545
PAS,sfh,wood,2065,urb,56.90203891
PAS,sfh,wood,2065,sub,60.81279718
PAS,sfh,wood,2070,rur,64.72355545
PAS,sfh,wood,2070,urb,56.90203891
PAS,sfh,wood,2070,sub,60.81279718
PAS,sfh,wood,2075,rur,64.72355545
PAS,sfh,wood,2075,urb,56.90203891
PAS,sfh,wood,2075,sub,60.81279718
PAS,sfh,wood,2080,rur,64.72355545
PAS,sfh,wood,2080,urb,56.90203891
PAS,sfh,wood,2080,sub,60.81279718
PAS,sfh,wood,2085,rur,64.72355545
PAS,sfh,wood,2085,urb,56.90203891
PAS,sfh,wood,2085,sub,60.81279718
PAS,sfh,wood,2090,rur,64.72355545
PAS,sfh,wood,2090,urb,56.90203891
PAS,sfh,wood,2090,sub,60.81279718
PAS,sfh,wood,2095,rur,64.72355545
PAS,sfh,wood,2095,urb,56.90203891
PAS,sfh,wood,2095,sub,60.81279718
PAS,sfh,wood,2100,rur,64.72355545
PAS,sfh,wood,2100,urb,56.90203891
PAS,sfh,wood,2100,sub,60.81279718
SAS,mfh,aluminum,2015,rur,2.026666667
SAS,mfh,aluminum,2015,urb,2.08742268
SAS,mfh,aluminum,2015,sub,2.0570446735
SAS,mfh,aluminum,2020,rur,2.026666667
SAS,mfh,aluminum,2020,urb,2.08742268
SAS,mfh,aluminum,2020,sub,2.0570446735
SAS,mfh,aluminum,2025,rur,2.026666667
SAS,mfh,aluminum,2025,urb,2.08742268
SAS,mfh,aluminum,2025,sub,2.0570446735
SAS,mfh,aluminum,2030,rur,2.026666667
SAS,mfh,aluminum,2030,urb,2.08742268
SAS,mfh,aluminum,2030,sub,2.0570446735
SAS,mfh,aluminum,2035,rur,2.026666667
SAS,mfh,aluminum,2035,urb,2.08742268
SAS,mfh,aluminum,2035,sub,2.0570446735
SAS,mfh,aluminum,2040,rur,2.026666667
SAS,mfh,aluminum,2040,urb,2.08742268
SAS,mfh,aluminum,2040,sub,2.0570446735
SAS,mfh,aluminum,2045,rur,2.026666667
SAS,mfh,aluminum,2045,urb,2.08742268
SAS,mfh,aluminum,2045,sub,2.0570446735
SAS,mfh,aluminum,2050,rur,2.026666667
SAS,mfh,aluminum,2050,urb,2.08742268
SAS,mfh,aluminum,2050,sub,2.0570446735
SAS,mfh,aluminum,2055,rur,2.026666667
SAS,mfh,aluminum,2055,urb,2.08742268
SAS,mfh,aluminum,2055,sub,2.0570446735
SAS,mfh,aluminum,2060,rur,2.026666667
SAS,mfh,aluminum,2060,urb,2.08742268
SAS,mfh,aluminum,2060,sub,2.0570446735
SAS,mfh,aluminum,2065,rur,2.026666667
SAS,mfh,aluminum,2065,urb,2.08742268
SAS,mfh,aluminum,2065,sub,2.0570446735
SAS,mfh,aluminum,2070,rur,2.026666667
SAS,mfh,aluminum,2070,urb,2.08742268
SAS,mfh,aluminum,2070,sub,2.0570446735
SAS,mfh,aluminum,2075,rur,2.026666667
SAS,mfh,aluminum,2075,urb,2.08742268
SAS,mfh,aluminum,2075,sub,2.0570446735
SAS,mfh,aluminum,2080,rur,2.026666667
SAS,mfh,aluminum,2080,urb,2.08742268
SAS,mfh,aluminum,2080,sub,2.0570446735
SAS,mfh,aluminum,2085,rur,2.026666667
SAS,mfh,aluminum,2085,urb,2.08742268
SAS,mfh,aluminum,2085,sub,2.0570446735
SAS,mfh,aluminum,2090,rur,2.026666667
SAS,mfh,aluminum,2090,urb,2.08742268
SAS,mfh,aluminum,2090,sub,2.0570446735
SAS,mfh,aluminum,2095,rur,2.026666667
SAS,mfh,aluminum,2095,urb,2.08742268
SAS,mfh,aluminum,2095,sub,2.0570446735
SAS,mfh,aluminum,2100,rur,2.026666667
SAS,mfh,aluminum,2100,urb,2.08742268
SAS,mfh,aluminum,2100,sub,2.0570446735
SAS,mfh,concrete,2015,rur,1002.48125
SAS,mfh,concrete,2015,urb,1006.215116
SAS,mfh,concrete,2015,sub,1004.348183
SAS,mfh,concrete,2020,rur,1002.48125
SAS,mfh,concrete,2020,urb,1006.215116
SAS,mfh,concrete,2020,sub,1004.348183
SAS,mfh,concrete,2025,rur,1002.48125
SAS,mfh,concrete,2025,urb,1006.215116
SAS,mfh,concrete,2025,sub,1004.348183
SAS,mfh,concrete,2030,rur,1002.48125
SAS,mfh,concrete,2030,urb,1006.215116
SAS,mfh,concrete,2030,sub,1004.348183
SAS,mfh,concrete,2035,rur,1002.48125
SAS,mfh,concrete,2035,urb,1006.215116
SAS,mfh,concrete,2035,sub,1004.348183
SAS,mfh,concrete,2040,rur,1002.48125
SAS,mfh,concrete,2040,urb,1006.215116
SAS,mfh,concrete,2040,sub,1004.348183
SAS,mfh,concrete,2045,rur,1002.48125
SAS,mfh,concrete,2045,urb,1006.215116
SAS,mfh,concrete,2045,sub,1004.348183
SAS,mfh,concrete,2050,rur,1002.48125
SAS,mfh,concrete,2050,urb,1006.215116
SAS,mfh,concrete,2050,sub,1004.348183
SAS,mfh,concrete,2055,rur,1002.48125
SAS,mfh,concrete,2055,urb,1006.215116
SAS,mfh,concrete,2055,sub,1004.348183
SAS,mfh,concrete,2060,rur,1002.48125
SAS,mfh,concrete,2060,urb,1006.215116
SAS,mfh,concrete,2060,sub,1004.348183
SAS,mfh,concrete,2065,rur,1002.48125
SAS,mfh,concrete,2065,urb,1006.215116
SAS,mfh,concrete,2065,sub,1004.348183
SAS,mfh,concrete,2070,rur,1002.48125
SAS,mfh,concrete,2070,urb,1006.215116
SAS,mfh,concrete,2070,sub,1004.348183
SAS,mfh,concrete,2075,rur,1002.48125
SAS,mfh,concrete,2075,urb,1006.215116
SAS,mfh,concrete,2075,sub,1004.348183
SAS,mfh,concrete,2080,rur,1002.48125
SAS,mfh,concrete,2080,urb,1006.215116
SAS,mfh,concrete,2080,sub,1004.348183
SAS,mfh,concrete,2085,rur,1002.48125
SAS,mfh,concrete,2085,urb,1006.215116
SAS,mfh,concrete,2085,sub,1004.348183
SAS,mfh,concrete,2090,rur,1002.48125
SAS,mfh,concrete,2090,urb,1006.215116
SAS,mfh,concrete,2090,sub,1004.348183
SAS,mfh,concrete,2095,rur,1002.48125
SAS,mfh,concrete,2095,urb,1006.215116
SAS,mfh,concrete,2095,sub,1004.348183
SAS,mfh,concrete,2100,rur,1002.48125
SAS,mfh,concrete,2100,urb,1006.215116
SAS,mfh,concrete,2100,sub,1004.348183
SAS,mfh,copper,2015,rur,0.21
SAS,mfh,copper,2015,urb,0.139896907
SAS,mfh,copper,2015,sub,0.1749484535
SAS,mfh,copper,2020,rur,0.21
SAS,mfh,copper,2020,urb,0.139896907
SAS,mfh,copper,2020,sub,0.1749484535
SAS,mfh,copper,2025,rur,0.21
SAS,mfh,copper,2025,urb,0.139896907
SAS,mfh,copper,2025,sub,0.1749484535
SAS,mfh,copper,2030,rur,0.21
SAS,mfh,copper,2030,urb,0.139896907
SAS,mfh,copper,2030,sub,0.1749484535
SAS,mfh,copper,2035,rur,0.21
SAS,mfh,copper,2035,urb,0.139896907
SAS,mfh,copper,2035,sub,0.1749484535
SAS,mfh,copper,2040,rur,0.21
SAS,mfh,copper,2040,urb,0.139896907
SAS,mfh,copper,2040,sub,0.1749484535
SAS,mfh,copper,2045,rur,0.21
SAS,mfh,copper,2045,urb,0.139896907
SAS,mfh,copper,2045,sub,0.1749484535
SAS,mfh,copper,2050,rur,0.21
SAS,mfh,copper,2050,urb,0.139896907
SAS,mfh,copper,2050,sub,0.1749484535
SAS,mfh,copper,2055,rur,0.21
SAS,mfh,copper,2055,urb,0.139896907
SAS,mfh,copper,2055,sub,0.1749484535
SAS,mfh,copper,2060,rur,0.21
SAS,mfh,copper,2060,urb,0.139896907
SAS,mfh,copper,2060,sub,0.1749484535
SAS,mfh,copper,2065,rur,0.21
SAS,mfh,copper,2065,urb,0.139896907
SAS,mfh,copper,2065,sub,0.1749484535
SAS,mfh,copper,2070,rur,0.21
SAS,mfh,copper,2070,urb,0.139896907
SAS,mfh,copper,2070,sub,0.1749484535
SAS,mfh,copper,2075,rur,0.21
SAS,mfh,copper,2075,urb,0.139896907
SAS,mfh,copper,2075,sub,0.1749484535
SAS,mfh,copper,2080,rur,0.21
SAS,mfh,copper,2080,urb,0.139896907
SAS,mfh,copper,2080,sub,0.1749484535
SAS,mfh,copper,2085,rur,0.21
SAS,mfh,copper,2085,urb,0.139896907
SAS,mfh,copper,2085,sub,0.1749484535
SAS,mfh,copper,2090,rur,0.21
SAS,mfh,copper,2090,urb,0.139896907
SAS,mfh,copper,2090,sub,0.1749484535
SAS,mfh,copper,2095,rur,0.21
SAS,mfh,copper,2095,urb,0.139896907
SAS,mfh,copper,2095,sub,0.1749484535
SAS,mfh,copper,2100,rur,0.21
SAS,mfh,copper,2100,urb,0.139896907
SAS,mfh,copper,2100,sub,0.1749484535
SAS,mfh,glass,2015,rur,5.706666667
SAS,mfh,glass,2015,urb,5.255670103
SAS,mfh,glass,2015,sub,5.481168385
SAS,mfh,glass,2020,rur,5.706666667
SAS,mfh,glass,2020,urb,5.255670103
SAS,mfh,glass,2020,sub,5.481168385
SAS,mfh,glass,2025,rur,5.706666667
SAS,mfh,glass,2025,urb,5.255670103
SAS,mfh,glass,2025,sub,5.481168385
SAS,mfh,glass,2030,rur,5.706666667
SAS,mfh,glass,2030,urb,5.255670103
SAS,mfh,glass,2030,sub,5.481168385
SAS,mfh,glass,2035,rur,5.706666667
SAS,mfh,glass,2035,urb,5.255670103
SAS,mfh,glass,2035,sub,5.481168385
SAS,mfh,glass,2040,rur,5.706666667
SAS,mfh,glass,2040,urb,5.255670103
SAS,mfh,glass,2040,sub,5.481168385
SAS,mfh,glass,2045,rur,5.706666667
SAS,mfh,glass,2045,urb,5.255670103
SAS,mfh,glass,2045,sub,5.481168385
SAS,mfh,glass,2050,rur,5.706666667
SAS,mfh,glass,2050,urb,5.255670103
SAS,mfh,glass,2050,sub,5.481168385
SAS,mfh,glass,2055,rur,5.706666667
SAS,mfh,glass,2055,urb,5.255670103
SAS,mfh,glass,2055,sub,5.481168385
SAS,mfh,glass,2060,rur,5.706666667
SAS,mfh,glass,2060,urb,5.255670103
SAS,mfh,glass,2060,sub,5.481168385
SAS,mfh,glass,2065,rur,5.706666667
SAS,mfh,glass,2065,urb,5.255670103
SAS,mfh,glass,2065,sub,5.481168385
SAS,mfh,glass,2070,rur,5.706666667
SAS,mfh,glass,2070,urb,5.255670103
SAS,mfh,glass,2070,sub,5.481168385
SAS,mfh,glass,2075,rur,5.706666667
SAS,mfh,glass,2075,urb,5.255670103
SAS,mfh,glass,2075,sub,5.481168385
SAS,mfh,glass,2080,rur,5.706666667
SAS,mfh,glass,2080,urb,5.255670103
SAS,mfh,glass,2080,sub,5.481168385
SAS,mfh,glass,2085,rur,5.706666667
SAS,mfh,glass,2085,urb,5.255670103
SAS,mfh,glass,2085,sub,5.481168385
SAS,mfh,glass,2090,rur,5.706666667
SAS,mfh,glass,2090,urb,5.255670103
SAS,mfh,glass,2090,sub,5.481168385
SAS,mfh,glass,2095,rur,5.706666667
SAS,mfh,glass,2095,urb,5.255670103
SAS,mfh,glass,2095,sub,5.481168385
SAS,mfh,glass,2100,rur,5.706666667
SAS,mfh,glass,2100,urb,5.255670103
SAS,mfh,glass,2100,sub,5.481168385
SAS,mfh,steel,2015,rur,97.72625
SAS,mfh,steel,2015,urb,104.6603222
SAS,mfh,steel,2015,sub,101.1932861
SAS,mfh,steel,2020,rur,97.72625
SAS,mfh,steel,2020,urb,104.6603222
SAS,mfh,steel,2020,sub,101.1932861
SAS,mfh,steel,2025,rur,97.72625
SAS,mfh,steel,2025,urb,104.6603222
SAS,mfh,steel,2025,sub,101.1932861
SAS,mfh,steel,2030,rur,97.72625
SAS,mfh,steel,2030,urb,104.6603222
SAS,mfh,steel,2030,sub,101.1932861
SAS,mfh,steel,2035,rur,97.72625
SAS,mfh,steel,2035,urb,104.6603222
SAS,mfh,steel,2035,sub,101.1932861
SAS,mfh,steel,2040,rur,97.72625
SAS,mfh,steel,2040,urb,104.6603222
SAS,mfh,steel,2040,sub,101.1932861
SAS,mfh,steel,2045,rur,97.72625
SAS,mfh,steel,2045,urb,104.6603222
SAS,mfh,steel,2045,sub,101.1932861
SAS,mfh,steel,2050,rur,97.72625
SAS,mfh,steel,2050,urb,104.6603222
SAS,mfh,steel,2050,sub,101.1932861
SAS,mfh,steel,2055,rur,97.72625
SAS,mfh,steel,2055,urb,104.6603222
SAS,mfh,steel,2055,sub,101.1932861
SAS,mfh,steel,2060,rur,97.72625
SAS,mfh,steel,2060,urb,104.6603222
SAS,mfh,steel,2060,sub,101.1932861
SAS,mfh,steel,2065,rur,97.72625
SAS,mfh,steel,2065,urb,104.6603222
SAS,mfh,steel,2065,sub,101.1932861
SAS,mfh,steel,2070,rur,97.72625
SAS,mfh,steel,2070,urb,104.6603222
SAS,mfh,steel,2070,sub,101.1932861
SAS,mfh,steel,2075,rur,97.72625
SAS,mfh,steel,2075,urb,104.6603222
SAS,mfh,steel,2075,sub,101.1932861
SAS,mfh,steel,2080,rur,97.72625
SAS,mfh,steel,2080,urb,104.6603222
SAS,mfh,steel,2080,sub,101.1932861
SAS,mfh,steel,2085,rur,97.72625
SAS,mfh,steel,2085,urb,104.6603222
SAS,mfh,steel,2085,sub,101.1932861
SAS,mfh,steel,2090,rur,97.72625
SAS,mfh,steel,2090,urb,104.6603222
SAS,mfh,steel,2090,sub,101.1932861
SAS,mfh,steel,2095,rur,97.72625
SAS,mfh,steel,2095,urb,104.6603222
SAS,mfh,steel,2095,sub,101.1932861
SAS,mfh,steel,2100,rur,97.72625
SAS,mfh,steel,2100,urb,104.6603222
SAS,mfh,steel,2100,sub,101.1932861
SAS,mfh,wood,2015,rur,42.94
SAS,mfh,wood,2015,urb,46.98494845
SAS,mfh,wood,2015,sub,44.962474225
SAS,mfh,wood,2020,rur,42.94
SAS,mfh,wood,2020,urb,46.98494845
SAS,mfh,wood,2020,sub,44.962474225
SAS,mfh,wood,2025,rur,42.94
SAS,mfh,wood,2025,urb,46.98494845
SAS,mfh,wood,2025,sub,44.962474225
SAS,mfh,wood,2030,rur,42.94
SAS,mfh,wood,2030,urb,46.98494845
SAS,mfh,wood,2030,sub,44.962474225
SAS,mfh,wood,2035,rur,42.94
SAS,mfh,wood,2035,urb,46.98494845
SAS,mfh,wood,2035,sub,44.962474225
SAS,mfh,wood,2040,rur,42.94
SAS,mfh,wood,2040,urb,46.98494845
SAS,mfh,wood,2040,sub,44.962474225
SAS,mfh,wood,2045,rur,42.94
SAS,mfh,wood,2045,urb,46.98494845
SAS,mfh,wood,2045,sub,44.962474225
SAS,mfh,wood,2050,rur,42.94
SAS,mfh,wood,2050,urb,46.98494845
SAS,mfh,wood,2050,sub,44.962474225
SAS,mfh,wood,2055,rur,42.94
SAS,mfh,wood,2055,urb,46.98494845
SAS,mfh,wood,2055,sub,44.962474225
SAS,mfh,wood,2060,rur,42.94
SAS,mfh,wood,2060,urb,46.98494845
SAS,mfh,wood,2060,sub,44.962474225
SAS,mfh,wood,2065,rur,42.94
SAS,mfh,wood,2065,urb,46.98494845
SAS,mfh,wood,2065,sub,44.962474225
SAS,mfh,wood,2070,rur,42.94
SAS,mfh,wood,2070,urb,46.98494845
SAS,mfh,wood,2070,sub,44.962474225
SAS,mfh,wood,2075,rur,42.94
SAS,mfh,wood,2075,urb,46.98494845
SAS,mfh,wood,2075,sub,44.962474225
SAS,mfh,wood,2080,rur,42.94
SAS,mfh,wood,2080,urb,46.98494845
SAS,mfh,wood,2080,sub,44.962474225
SAS,mfh,wood,2085,rur,42.94
SAS,mfh,wood,2085,urb,46.98494845
SAS,mfh,wood,2085,sub,44.962474225
SAS,mfh,wood,2090,rur,42.94
SAS,mfh,wood,2090,urb,46.98494845
SAS,mfh,wood,2090,sub,44.962474225
SAS,mfh,wood,2095,rur,42.94
SAS,mfh,wood,2095,urb,46.98494845
SAS,mfh,wood,2095,sub,44.962474225
SAS,mfh,wood,2100,rur,42.94
SAS,mfh,wood,2100,urb,46.98494845
SAS,mfh,wood,2100,sub,44.962474225
SAS,sfh,aluminum,2015,rur,3.281338912
SAS,sfh,aluminum,2015,urb,2.45
SAS,sfh,aluminum,2015,sub,2.865669456
SAS,sfh,aluminum,2020,rur,3.281338912
SAS,sfh,aluminum,2020,urb,2.45
SAS,sfh,aluminum,2020,sub,2.865669456
SAS,sfh,aluminum,2025,rur,3.281338912
SAS,sfh,aluminum,2025,urb,2.45
SAS,sfh,aluminum,2025,sub,2.865669456
SAS,sfh,aluminum,2030,rur,3.281338912
SAS,sfh,aluminum,2030,urb,2.45
SAS,sfh,aluminum,2030,sub,2.865669456
SAS,sfh,aluminum,2035,rur,3.281338912
SAS,sfh,aluminum,2035,urb,2.45
SAS,sfh,aluminum,2035,sub,2.865669456
SAS,sfh,aluminum,2040,rur,3.281338912
SAS,sfh,aluminum,2040,urb,2.45
SAS,sfh,aluminum,2040,sub,2.865669456
SAS,sfh,aluminum,2045,rur,3.281338912
SAS,sfh,aluminum,2045,urb,2.45
SAS,sfh,aluminum,2045,sub,2.865669456
SAS,sfh,aluminum,2050,rur,3.281338912
SAS,sfh,aluminum,2050,urb,2.45
SAS,sfh,aluminum,2050,sub,2.865669456
SAS,sfh,aluminum,2055,rur,3.281338912
SAS,sfh,aluminum,2055,urb,2.45
SAS,sfh,aluminum,2055,sub,2.865669456
SAS,sfh,aluminum,2060,rur,3.281338912
SAS,sfh,aluminum,2060,urb,2.45
SAS,sfh,aluminum,2060,sub,2.865669456
SAS,sfh,aluminum,2065,rur,3.281338912
SAS,sfh,aluminum,2065,urb,2.45
SAS,sfh,aluminum,2065,sub,2.865669456
SAS,sfh,aluminum,2070,rur,3.281338912
SAS,sfh,aluminum,2070,urb,2.45
SAS,sfh,aluminum,2070,sub,2.865669456
SAS,sfh,aluminum,2075,rur,3.281338912
SAS,sfh,aluminum,2075,urb,2.45
SAS,sfh,aluminum,2075,sub,2.865669456
SAS,sfh,aluminum,2080,rur,3.281338912
SAS,sfh,aluminum,2080,urb,2.45
SAS,sfh,aluminum,2080,sub,2.865669456
SAS,sfh,aluminum,2085,rur,3.281338912
SAS,sfh,aluminum,2085,urb,2.45
SAS,sfh,aluminum,2085,sub,2.865669456
SAS,sfh,aluminum,2090,rur,3.281338912
SAS,sfh,aluminum,2090,urb,2.45
SAS,sfh,aluminum,2090,sub,2.865669456
SAS,sfh,aluminum,2095,rur,3.281338912
SAS,sfh,aluminum,2095,urb,2.45
SAS,sfh,aluminum,2095,sub,2.865669456
SAS,sfh,aluminum,2100,rur,3.281338912
SAS,sfh,aluminum,2100,urb,2.45
SAS,sfh,aluminum,2100,sub,2.865669456
SAS,sfh,concrete,2015,rur,902.1679864
SAS,sfh,concrete,2015,urb,985.5275
SAS,sfh,concrete,2015,sub,943.8477432
SAS,sfh,concrete,2020,rur,902.1679864
SAS,sfh,concrete,2020,urb,985.5275
SAS,sfh,concrete,2020,sub,943.8477432
SAS,sfh,concrete,2025,rur,902.1679864
SAS,sfh,concrete,2025,urb,985.5275
SAS,sfh,concrete,2025,sub,943.8477432
SAS,sfh,concrete,2030,rur,902.1679864
SAS,sfh,concrete,2030,urb,985.5275
SAS,sfh,concrete,2030,sub,943.8477432
SAS,sfh,concrete,2035,rur,902.1679864
SAS,sfh,concrete,2035,urb,985.5275
SAS,sfh,concrete,2035,sub,943.8477432
SAS,sfh,concrete,2040,rur,902.1679864
SAS,sfh,concrete,2040,urb,985.5275
SAS,sfh,concrete,2040,sub,943.8477432
SAS,sfh,concrete,2045,rur,902.1679864
SAS,sfh,concrete,2045,urb,985.5275
SAS,sfh,concrete,2045,sub,943.8477432
SAS,sfh,concrete,2050,rur,902.1679864
SAS,sfh,concrete,2050,urb,985.5275
SAS,sfh,concrete,2050,sub,943.8477432
SAS,sfh,concrete,2055,rur,902.1679864
SAS,sfh,concrete,2055,urb,985.5275
SAS,sfh,concrete,2055,sub,943.8477432
SAS,sfh,concrete,2060,rur,902.1679864
SAS,sfh,concrete,2060,urb,985.5275
SAS,sfh,concrete,2060,sub,943.8477432
SAS,sfh,concrete,2065,rur,902.1679864
SAS,sfh,concrete,2065,urb,985.5275
SAS,sfh,concrete,2065,sub,943.8477432
SAS,sfh,concrete,2070,rur,902.1679864
SAS,sfh,concrete,2070,urb,985.5275
SAS,sfh,concrete,2070,sub,943.8477432
SAS,sfh,concrete,2075,rur,902.1679864
SAS,sfh,concrete,2075,urb,985.5275
SAS,sfh,concrete,2075,sub,943.8477432
SAS,sfh,concrete,2080,rur,902.1679864
SAS,sfh,concrete,2080,urb,985.5275
SAS,sfh,concrete,2080,sub,943.8477432
SAS,sfh,concrete,2085,rur,902.1679864
SAS,sfh,concrete,2085,urb,985.5275
SAS,sfh,concrete,2085,sub,943.8477432
SAS,sfh,concrete,2090,rur,902.1679864
SAS,sfh,concrete,2090,urb,985.5275
SAS,sfh,concrete,2090,sub,943.8477432
SAS,sfh,concrete,2095,rur,902.1679864
SAS,sfh,concrete,2095,urb,985.5275
SAS,sfh,concrete,2095,sub,943.8477432
SAS,sfh,concrete,2100,rur,902.1679864
SAS,sfh,concrete,2100,urb,985.5275
SAS,sfh,concrete,2100,sub,943.8477432
SAS,sfh,copper,2015,rur,1.619283473
SAS,sfh,copper,2015,urb,1.180833333
SAS,sfh,copper,2015,sub,1.400058403
SAS,sfh,copper,2020,rur,1.619283473
SAS,sfh,copper,2020,urb,1.180833333
SAS,sfh,copper,2020,sub,1.400058403
SAS,sfh,copper,2025,rur,1.619283473
SAS,sfh,copper,2025,urb,1.180833333
