region_bld,region_nuts,urt,arch,year,value
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2060,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2065,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2070,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2075,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2035,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2085,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2080,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2045,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2040,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2035,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2030,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,sub,mfh,2100,2.453026198540319
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2020,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2015,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2100,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2095,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,rur,mfh,2090,2.3582741136181613
C-EEU-BGR,C-EEU-BGR-BG313,urb,mfh,2025,2.1687699437738446
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2015,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2070,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2075,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2080,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2085,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2090,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2095,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2015,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2095,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2090,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2085,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2080,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2075,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2070,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2065,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2060,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2055,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2050,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2045,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2040,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2035,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2030,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2025,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2020,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2065,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2060,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2100,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2050,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2020,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2025,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2030,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2055,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2040,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2045,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2050,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2055,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2060,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2065,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2070,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2075,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2035,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2085,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2080,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2045,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2040,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2035,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2030,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,sub,sfh,2100,2.595574192541738
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2020,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2015,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2100,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2095,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,rur,sfh,2090,2.4953159619285383
C-EEU-BGR,C-EEU-BGR-BG313,urb,sfh,2025,2.2947995007021373
C-EEU-BGR,C-EEU-BGR-BG314,rur,mfh,2015,2.264600026317744
