region_bld,clim,arch,eneff,urt,value
C-EEU-EST,Zone_6A Cold Humid,sfh,s52_low,rur,10.41477273
C-EEU-EST,Zone_6A Cold Humid,sfh,s52_low,sub,10.41477273
C-EEU-EST,Zone_6A Cold Humid,sfh,s52_low,urb,10.41477273
C-EEU-EST,Zone_6A Cold Humid,sfh,sr11_std,rur,2.9659090899999994
C-EEU-EST,Zone_6A Cold Humid,sfh,sr11_std,sub,2.9659090899999994
C-EEU-EST,Zone_6A Cold Humid,sfh,sr11_std,urb,2.9659090900000002
C-EEU-EST,Zone_6A Cold Humid,sfh,sr12_low,rur,2.9659090899999994
C-EEU-EST,Zone_6A Cold Humid,sfh,sr12_low,sub,2.9659090899999994
C-EEU-EST,Zone_6A Cold Humid,sfh,sr12_low,urb,2.9659090900000002
C-EEU-EST,Zone_6A Cold Humid,sfh,sr21_std,rur,2.27840909
C-EEU-EST,Zone_6A Cold Humid,sfh,sr21_std,sub,2.27840909
C-EEU-EST,Zone_6A Cold Humid,sfh,sr21_std,urb,2.2784090900000002
C-EEU-EST,Zone_6A Cold Humid,sfh,sr22_low,rur,2.27840909
C-EEU-EST,Zone_6A Cold Humid,sfh,sr22_low,sub,2.27840909
C-EEU-EST,Zone_6A Cold Humid,sfh,sr22_low,urb,2.2784090900000002
C-EEU-EST,Zone_6A Cold Humid,sfh,sr31_std,rur,3.4943181799999996
C-EEU-EST,Zone_6A Cold Humid,sfh,sr31_std,sub,3.4943181799999996
C-EEU-EST,Zone_6A Cold Humid,sfh,sr31_std,urb,3.4943181800000005
C-EEU-EST,Zone_6A Cold Humid,sfh,sr32_low,rur,3.4943181799999996
C-EEU-EST,Zone_6A Cold Humid,sfh,sr32_low,sub,3.4943181799999996
C-EEU-EST,Zone_6A Cold Humid,sfh,sr32_low,urb,3.4943181800000005
C-EEU-HRV,Zone_3A Warm Humid,inf,ns,rur,94.7815534
C-EEU-HRV,Zone_3A Warm Humid,inf,ns,sub,101.05436893999999
C-EEU-HRV,Zone_3A Warm Humid,inf,ns,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,s1,rur,60.61363635999999
C-EEU-HRV,Zone_3A Warm Humid,mfh,s1,sub,60.61363636
C-EEU-HRV,Zone_3A Warm Humid,mfh,s1,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,s2,rur,57.352678569999995
C-EEU-HRV,Zone_3A Warm Humid,mfh,s2,sub,46.88793102999999
C-EEU-HRV,Zone_3A Warm Humid,mfh,s2,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,s3,rur,65.00643939
C-EEU-HRV,Zone_3A Warm Humid,mfh,s3,sub,64.359375
C-EEU-HRV,Zone_3A Warm Humid,mfh,s3,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,s51_std,rur,44.77272726999999
C-EEU-HRV,Zone_3A Warm Humid,mfh,s51_std,sub,44.77272726999999
C-EEU-HRV,Zone_3A Warm Humid,mfh,s51_std,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,s52_low,rur,67.94073275999999
C-EEU-HRV,Zone_3A Warm Humid,mfh,s52_low,sub,72.13839286
C-EEU-HRV,Zone_3A Warm Humid,mfh,s52_low,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr11_std,rur,35.786661249999995
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr11_std,sub,44.41918102999999
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr11_std,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr12_low,rur,42.206896549999996
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr12_low,sub,53.950892859999996
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr12_low,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr21_std,rur,54.123786409999994
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr21_std,sub,48.35237069
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr21_std,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr22_low,rur,59.495265149999994
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr22_low,sub,57.352678569999995
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr22_low,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr31_std,rur,40.73863636
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr31_std,sub,64.359375
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr31_std,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr32_low,rur,67.81373105999998
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr32_low,sub,69.54090909
C-EEU-HRV,Zone_3A Warm Humid,mfh,sr32_low,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,s1,rur,36.56896551999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,s1,sub,47.3907767
C-EEU-HRV,Zone_3A Warm Humid,sfh,s1,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,s2,rur,48.61407767
C-EEU-HRV,Zone_3A Warm Humid,sfh,s2,sub,38.73275862
C-EEU-HRV,Zone_3A Warm Humid,sfh,s2,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,s3,rur,45.14655171999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,s3,sub,45.14655171999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,s3,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,s51_std,rur,58.85937499999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,s51_std,sub,58.85937499999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,s51_std,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,s52_low,rur,49.07291666999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,s52_low,sub,59.31896551999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,s52_low,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr11_std,rur,52.10148808999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr11_std,sub,36.56896551999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr11_std,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr12_low,rur,52.10148808999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr12_low,sub,36.56896551999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr12_low,urb,0.0
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr21_std,rur,38.73275861999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr21_std,sub,41.44683907999999
C-EEU-HRV,Zone_3A Warm Humid,sfh,sr21_std,urb,0.0
