region_gea,mat,tenr,year,urt,value
WEU,sub,own,2095,urb,1.0
WEU,sub,own,2095,sub,1.0
WEU,sub,own,2100,rur,1.0
WEU,sub,own,2100,urb,1.0
WEU,sub,own,2100,sub,1.0
WEU,sub,rent,2015,rur,0.0
WEU,sub,rent,2015,urb,0.0
WEU,sub,rent,2015,sub,0.0
WEU,sub,rent,2020,rur,0.0
WEU,sub,rent,2020,urb,0.0
WEU,sub,rent,2020,sub,0.0
WEU,sub,rent,2025,rur,0.0
WEU,sub,rent,2025,urb,0.0
WEU,sub,rent,2025,sub,0.0
WEU,sub,rent,2030,rur,0.0
WEU,sub,rent,2030,urb,0.0
WEU,sub,rent,2030,sub,0.0
WEU,sub,rent,2035,rur,0.0
WEU,sub,rent,2035,urb,0.0
WEU,sub,rent,2035,sub,0.0
WEU,sub,rent,2040,rur,0.0
WEU,sub,rent,2040,urb,0.0
WEU,sub,rent,2040,sub,0.0
WEU,sub,rent,2045,rur,0.0
WEU,sub,rent,2045,urb,0.0
WEU,sub,rent,2045,sub,0.0
WEU,sub,rent,2050,rur,0.0
WEU,sub,rent,2050,urb,0.0
WEU,sub,rent,2050,sub,0.0
WEU,sub,rent,2055,rur,0.0
WEU,sub,rent,2055,urb,0.0
WEU,sub,rent,2055,sub,0.0
WEU,sub,rent,2060,rur,0.0
WEU,sub,rent,2060,urb,0.0
WEU,sub,rent,2060,sub,0.0
WEU,sub,rent,2065,rur,0.0
WEU,sub,rent,2065,urb,0.0
WEU,sub,rent,2065,sub,0.0
WEU,sub,rent,2070,rur,0.0
WEU,sub,rent,2070,urb,0.0
WEU,sub,rent,2070,sub,0.0
WEU,sub,rent,2075,rur,0.0
WEU,sub,rent,2075,urb,0.0
WEU,sub,rent,2075,sub,0.0
WEU,sub,rent,2080,rur,0.0
WEU,sub,rent,2080,urb,0.0
WEU,sub,rent,2080,sub,0.0
WEU,sub,rent,2085,rur,0.0
WEU,sub,rent,2085,urb,0.0
WEU,sub,rent,2085,sub,0.0
WEU,sub,rent,2090,rur,0.0
WEU,sub,rent,2090,urb,0.0
WEU,sub,rent,2090,sub,0.0
WEU,sub,rent,2095,rur,0.0
WEU,sub,rent,2095,urb,0.0
WEU,sub,rent,2095,sub,0.0
WEU,sub,rent,2100,rur,0.0
WEU,sub,rent,2100,urb,0.0
WEU,sub,rent,2100,sub,0.0
