region_bld,arch,eneff,value
C-EEU-ROU,mfh,s51_std,1.0
C-EEU-ROU,mfh,s52_low,1.0
C-EEU-ROU,mfh,sr11_std,1.0
C-EEU-ROU,mfh,sr12_low,1.0
C-EEU-ROU,mfh,sr21_std,1.0
C-EEU-ROU,mfh,sr22_low,1.0
C-EEU-ROU,mfh,sr31_std,1.0
C-EEU-ROU,mfh,sr32_low,1.0
C-EEU-ROU,sfh,s1,1.0
C-EEU-ROU,sfh,s2,1.0
C-EEU-ROU,sfh,s3,1.0
C-EEU-ROU,sfh,s51_std,1.0
C-EEU-ROU,sfh,s52_low,1.0
C-EEU-ROU,sfh,sr11_std,1.0
C-EEU-ROU,sfh,sr12_low,1.0
C-EEU-ROU,sfh,sr21_std,1.0
C-EEU-ROU,sfh,sr22_low,1.0
C-EEU-ROU,sfh,sr31_std,1.0
C-EEU-ROU,sfh,sr32_low,1.0
C-EEU-SVK,inf,ns,1.0
C-EEU-SVK,mfh,s1,1.0
C-EEU-SVK,mfh,s2,1.0
C-EEU-SVK,mfh,s3,1.0
C-EEU-SVK,mfh,s51_std,1.0
C-EEU-SVK,mfh,s52_low,1.0
C-EEU-SVK,mfh,sr11_std,1.0
C-EEU-SVK,mfh,sr12_low,1.0
C-EEU-SVK,mfh,sr21_std,1.0
C-EEU-SVK,mfh,sr22_low,1.0
C-EEU-SVK,mfh,sr31_std,1.0
C-EEU-SVK,mfh,sr32_low,1.0
C-EEU-SVK,sfh,s1,1.0
C-EEU-SVK,sfh,s2,1.0
C-EEU-SVK,sfh,s3,1.0
C-EEU-SVK,sfh,s51_std,1.0
C-EEU-SVK,sfh,s52_low,1.0
C-EEU-SVK,sfh,sr11_std,1.0
C-EEU-SVK,sfh,sr12_low,1.0
C-EEU-SVK,sfh,sr21_std,1.0
C-EEU-SVK,sfh,sr22_low,1.0
C-EEU-SVK,sfh,sr31_std,1.0
C-EEU-SVK,sfh,sr32_low,1.0
C-EEU-SVN,inf,ns,1.0
C-EEU-SVN,mfh,s1,1.0
C-EEU-SVN,mfh,s2,1.0
C-EEU-SVN,mfh,s3,1.0
C-EEU-SVN,mfh,s51_std,1.0
C-EEU-SVN,mfh,s52_low,1.0
C-EEU-SVN,mfh,sr11_std,1.0
C-EEU-SVN,mfh,sr12_low,1.0
C-EEU-SVN,mfh,sr21_std,1.0
C-EEU-SVN,mfh,sr22_low,1.0
C-EEU-SVN,mfh,sr31_std,1.0
C-EEU-SVN,mfh,sr32_low,1.0
C-EEU-SVN,sfh,s1,1.0
C-EEU-SVN,sfh,s2,1.0
C-EEU-SVN,sfh,s3,1.0
C-EEU-SVN,sfh,s51_std,1.0
C-EEU-SVN,sfh,s52_low,1.0
C-EEU-SVN,sfh,sr11_std,1.0
C-EEU-SVN,sfh,sr12_low,1.0
C-EEU-SVN,sfh,sr21_std,1.0
C-EEU-SVN,sfh,sr22_low,1.0
C-EEU-SVN,sfh,sr31_std,1.0
C-EEU-SVN,sfh,sr32_low,1.0
C-WEU-AUT,inf,ns,1.0
C-WEU-AUT,mfh,s1,1.0
C-WEU-AUT,mfh,s2,1.0
C-WEU-AUT,mfh,s3,1.0
C-WEU-AUT,mfh,s51_std,1.0
C-WEU-AUT,mfh,s52_low,1.0
C-WEU-AUT,mfh,sr11_std,1.0
C-WEU-AUT,mfh,sr12_low,1.0
C-WEU-AUT,mfh,sr21_std,1.0
C-WEU-AUT,mfh,sr22_low,1.0
C-WEU-AUT,mfh,sr31_std,1.0
C-WEU-AUT,mfh,sr32_low,1.0
C-WEU-AUT,sfh,s1,1.0
C-WEU-AUT,sfh,s2,1.0
C-WEU-AUT,sfh,s3,1.0
C-WEU-AUT,sfh,s51_std,1.0
C-WEU-AUT,sfh,s52_low,1.0
C-WEU-AUT,sfh,sr11_std,1.0
C-WEU-AUT,sfh,sr12_low,1.0
C-WEU-AUT,sfh,sr21_std,1.0
C-WEU-AUT,sfh,sr22_low,1.0
C-WEU-AUT,sfh,sr31_std,1.0
C-WEU-AUT,sfh,sr32_low,1.0
C-WEU-BEL,inf,ns,1.0
C-WEU-BEL,mfh,s1,1.0
C-WEU-BEL,mfh,s2,1.0
C-WEU-BEL,mfh,s3,1.0
C-WEU-BEL,mfh,s51_std,1.0
C-WEU-BEL,mfh,s52_low,1.0
C-WEU-BEL,mfh,sr11_std,1.0
C-WEU-BEL,mfh,sr12_low,1.0
C-WEU-BEL,mfh,sr21_std,1.0
C-WEU-BEL,mfh,sr22_low,1.0
C-WEU-BEL,mfh,sr31_std,1.0
C-WEU-BEL,mfh,sr32_low,1.0
C-WEU-BEL,sfh,s1,1.0
C-WEU-BEL,sfh,s2,1.0
C-WEU-BEL,sfh,s3,1.0
C-WEU-BEL,sfh,s51_std,1.0
C-WEU-BEL,sfh,s52_low,1.0
C-WEU-BEL,sfh,sr11_std,1.0
C-WEU-BEL,sfh,sr12_low,1.0
C-WEU-BEL,sfh,sr21_std,1.0
C-WEU-BEL,sfh,sr22_low,1.0
C-WEU-BEL,sfh,sr31_std,1.0
C-WEU-BEL,sfh,sr32_low,1.0
C-WEU-CYP,inf,ns,1.0
C-WEU-CYP,mfh,s1,1.0
C-WEU-CYP,mfh,s2,1.0
C-WEU-CYP,mfh,s3,1.0
C-WEU-CYP,mfh,s51_std,1.0
C-WEU-CYP,mfh,s52_low,1.0
C-WEU-CYP,mfh,sr11_std,1.0
C-WEU-CYP,mfh,sr12_low,1.0
C-WEU-CYP,mfh,sr21_std,1.0
C-WEU-CYP,mfh,sr22_low,1.0
C-WEU-CYP,mfh,sr31_std,1.0
C-WEU-CYP,mfh,sr32_low,1.0
C-WEU-CYP,sfh,s1,1.0
C-WEU-CYP,sfh,s2,1.0
C-WEU-CYP,sfh,s3,1.0
C-WEU-CYP,sfh,s51_std,1.0
C-WEU-CYP,sfh,s52_low,1.0
C-WEU-CYP,sfh,sr11_std,1.0
C-WEU-CYP,sfh,sr12_low,1.0
C-WEU-CYP,sfh,sr21_std,1.0
C-WEU-CYP,sfh,sr22_low,1.0
C-WEU-CYP,sfh,sr31_std,1.0
C-WEU-CYP,sfh,sr32_low,1.0
C-WEU-DEU,inf,ns,1.0
C-WEU-DEU,mfh,s1,1.0
C-WEU-DEU,mfh,s2,1.0
C-WEU-DEU,mfh,s3,1.0
C-WEU-DEU,mfh,s51_std,1.0
C-WEU-DEU,mfh,s52_low,1.0
C-WEU-DEU,mfh,sr11_std,1.0
C-WEU-DEU,mfh,sr12_low,1.0
C-WEU-DEU,mfh,sr21_std,1.0
C-WEU-DEU,mfh,sr22_low,1.0
C-WEU-DEU,mfh,sr31_std,1.0
C-WEU-DEU,mfh,sr32_low,1.0
C-WEU-DEU,sfh,s1,1.0
C-WEU-DEU,sfh,s2,1.0
C-WEU-DEU,sfh,s3,1.0
C-WEU-DEU,sfh,s51_std,1.0
C-WEU-DEU,sfh,s52_low,1.0
C-WEU-DEU,sfh,sr11_std,1.0
C-WEU-DEU,sfh,sr12_low,1.0
C-WEU-DEU,sfh,sr21_std,1.0
C-WEU-DEU,sfh,sr22_low,1.0
C-WEU-DEU,sfh,sr31_std,1.0
C-WEU-DEU,sfh,sr32_low,1.0
C-WEU-DNK,inf,ns,1.0
C-WEU-DNK,mfh,s1,1.0
C-WEU-DNK,mfh,s2,1.0
C-WEU-DNK,mfh,s3,1.0
C-WEU-DNK,mfh,s51_std,1.0
C-WEU-DNK,mfh,s52_low,1.0
C-WEU-DNK,mfh,sr11_std,1.0
C-WEU-DNK,mfh,sr12_low,1.0
C-WEU-DNK,mfh,sr21_std,1.0
C-WEU-DNK,mfh,sr22_low,1.0
C-WEU-DNK,mfh,sr31_std,1.0
C-WEU-DNK,mfh,sr32_low,1.0
C-WEU-DNK,sfh,s1,1.0
C-WEU-DNK,sfh,s2,1.0
