region_gea,mat,tenr,year,value
WEU,sub,own,2075,1.0
WEU,sub,own,2080,1.0
WEU,sub,own,2085,1.0
WEU,sub,own,2090,1.0
WEU,sub,own,2095,1.0
WEU,sub,own,2100,1.0
WEU,sub,rent,2015,0.0
WEU,sub,rent,2020,0.0
WEU,sub,rent,2025,0.0
WEU,sub,rent,2030,0.0
WEU,sub,rent,2035,0.0
WEU,sub,rent,2040,0.0
WEU,sub,rent,2045,0.0
WEU,sub,rent,2050,0.0
WEU,sub,rent,2055,0.0
WEU,sub,rent,2060,0.0
WEU,sub,rent,2065,0.0
WEU,sub,rent,2070,0.0
WEU,sub,rent,2075,0.0
WEU,sub,rent,2080,0.0
WEU,sub,rent,2085,0.0
WEU,sub,rent,2090,0.0
WEU,sub,rent,2095,0.0
WEU,sub,rent,2100,0.0
