region_bld,region_nuts,urt,clim,value
C-EEU-POL,C-EEU-POL-PL911,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL911,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL912,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL912,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL913,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL913,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL921,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL921,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL922,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL922,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL923,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL923,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL924,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL924,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL925,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL925,urb,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL926,rur,Zone_5A Cool Humid,1
C-EEU-POL,C-EEU-POL-PL926,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO111,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO111,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO112,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO112,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO113,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO113,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO114,rur,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO114,urb,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO115,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO115,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO116,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO116,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO121,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO121,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO122,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO122,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO123,rur,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO123,urb,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO124,rur,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO124,urb,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO125,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO125,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO126,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO126,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO211,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO211,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO212,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO212,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO213,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO213,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO214,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO214,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO215,rur,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO215,urb,Zone_6A Cold Humid,1
C-EEU-ROU,C-EEU-ROU-RO216,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO216,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO221,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO221,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO222,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO222,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO223,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO223,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO224,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO224,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO225,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO225,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO226,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO226,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO311,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO311,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO312,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO312,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO313,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO313,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO314,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO314,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO315,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO315,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO316,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO316,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO317,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO317,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO321,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO321,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO322,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO322,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO411,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO411,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO412,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO412,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO413,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO413,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO414,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO414,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO415,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO415,urb,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO421,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO421,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO422,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO422,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO423,rur,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO423,urb,Zone_5A Cool Humid,1
C-EEU-ROU,C-EEU-ROU-RO424,rur,Zone_4A Mixed Humid,1
C-EEU-ROU,C-EEU-ROU-RO424,urb,Zone_4A Mixed Humid,1
C-EEU-SVK,C-EEU-SVK-SK010,rur,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK010,urb,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK021,rur,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK021,urb,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK022,rur,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK022,urb,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK023,rur,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK023,urb,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK031,rur,Zone_6A Cold Humid,1
C-EEU-SVK,C-EEU-SVK-SK031,urb,Zone_6A Cold Humid,1
C-EEU-SVK,C-EEU-SVK-SK032,rur,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK032,urb,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK041,rur,Zone_6A Cold Humid,1
C-EEU-SVK,C-EEU-SVK-SK041,urb,Zone_6A Cold Humid,1
C-EEU-SVK,C-EEU-SVK-SK042,rur,Zone_5A Cool Humid,1
C-EEU-SVK,C-EEU-SVK-SK042,urb,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI031,rur,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI031,urb,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI032,rur,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI032,urb,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI033,rur,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI033,urb,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI034,rur,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI034,urb,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI035,rur,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI035,urb,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI036,rur,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI036,urb,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI037,rur,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI037,urb,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI038,rur,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI038,urb,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI041,rur,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI041,urb,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI042,rur,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI042,urb,Zone_5A Cool Humid,1
C-EEU-SVN,C-EEU-SVN-SI043,rur,Zone_7A Very cold Humid,1
C-EEU-SVN,C-EEU-SVN-SI043,urb,Zone_7A Very cold Humid,1
C-EEU-SVN,C-EEU-SVN-SI044,rur,Zone_4A Mixed Humid,1
C-EEU-SVN,C-EEU-SVN-SI044,urb,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT111,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT111,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT112,rur,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT112,urb,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT113,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT113,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT121,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT121,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT122,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT122,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT123,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT123,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT124,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT124,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT125,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT125,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT126,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT126,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT127,rur,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT127,urb,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT130,rur,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT130,urb,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT211,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT211,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT212,rur,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT212,urb,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT213,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT213,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT221,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT221,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT222,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT222,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT223,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT223,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT224,rur,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT224,urb,Zone_4A Mixed Humid,1
C-WEU-AUT,C-WEU-AUT-AT225,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT225,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT226,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT226,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT311,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT311,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT312,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT312,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT313,rur,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT313,urb,Zone_5A Cool Humid,1
C-WEU-AUT,C-WEU-AUT-AT314,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT314,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT315,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT315,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT321,rur,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT321,urb,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT322,rur,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT322,urb,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT323,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT323,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT331,rur,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT331,urb,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT332,rur,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT332,urb,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT333,rur,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT333,urb,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT334,rur,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT334,urb,Zone_7A Very cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT335,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT335,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT341,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT341,urb,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT342,rur,Zone_6A Cold Humid,1
C-WEU-AUT,C-WEU-AUT-AT342,urb,Zone_6A Cold Humid,1
C-WEU-BEL,C-WEU-BEL-BE100,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE100,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE211,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE211,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE212,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE212,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE213,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE213,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE223,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE223,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE224,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE224,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE225,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE225,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE231,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE231,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE232,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE232,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE233,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE233,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE234,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE234,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE235,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE235,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE236,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE236,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE241,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE241,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE242,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE242,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE251,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE251,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE252,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE252,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE253,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE253,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE254,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE254,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE255,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE255,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE256,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE256,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE257,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE257,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE258,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE258,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE310,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE310,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE323,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE323,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE328,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE328,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE329,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE329,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE32A,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE32A,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE32B,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE32B,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE32C,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE32C,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE32D,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE32D,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE331,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE331,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE332,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE332,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE334,rur,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE334,urb,Zone_4A Mixed Humid,1
C-WEU-BEL,C-WEU-BEL-BE335,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE335,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE336,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE336,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE341,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE341,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE342,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE342,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE343,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE343,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE344,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE344,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE345,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE345,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE351,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE351,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE352,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE352,urb,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE353,rur,Zone_5A Cool Humid,1
C-WEU-BEL,C-WEU-BEL-BE353,urb,Zone_5A Cool Humid,1
C-WEU-CYP,C-WEU-CYP-CY000,rur,Zone_3A Warm Humid,1
C-WEU-CYP,C-WEU-CYP-CY000,urb,Zone_3A Warm Humid,1
C-WEU-DEU,C-WEU-DEU-DE111,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE111,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE112,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE112,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE113,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE113,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE114,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE114,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE115,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE115,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE116,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE116,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE117,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE117,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE118,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE118,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE119,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE119,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11A,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11A,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11B,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11B,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11C,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11C,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11D,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE11D,urb,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE121,rur,Zone_5A Cool Humid,1
C-WEU-DEU,C-WEU-DEU-DE121,urb,Zone_5A Cool Humid,1
