region_bld,clim,urt,arch,eneff,region_nuts,value
C-WEU-ESP,Zone_4C Mixed Marine,urb,mfh,s2,C-WEU-ESP-ES416,22.68243243
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES417,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES417,32.38839286
C-WEU-ESP,Zone_4C Mixed Marine,rur,mfh,s2,C-WEU-ESP-ES418,22.68243243
C-WEU-ESP,Zone_4C Mixed Marine,urb,mfh,s2,C-WEU-ESP-ES418,22.68243243
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES419,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES419,32.38839286
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES421,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES421,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES422,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES422,54.12378641
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES423,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES423,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES424,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES424,32.38839286
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES425,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES425,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES431,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES431,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES432,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES432,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES511,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES511,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES512,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES512,54.12378641
C-WEU-ESP,Zone_4A Mixed Humid,rur,mfh,s2,C-WEU-ESP-ES513,32.38839286
C-WEU-ESP,Zone_4A Mixed Humid,urb,mfh,s2,C-WEU-ESP-ES513,32.38839286
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES514,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES514,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES521,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES521,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES522,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES522,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,rur,mfh,s2,C-WEU-ESP-ES523,54.12378641
C-WEU-ESP,Zone_3A Warm Humid,urb,mfh,s2,C-WEU-ESP-ES523,54.12378641
