region_bld,region_gea,urt,clim,mat,arch,yr_con,bld_age,value
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2000,p3,0.2295515110247456
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2010,p3,0.09963144210621826
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2015,p3,0.029216139781107958
C-EEU-HRV,EEU,urb,Zone_4A Mixed Humid,perm,sfh,2020,p3,0.028549987584045203
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,mfh,1945,p1,0.003887954217429097
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,mfh,1960,p2,0.003061425667146171
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,mfh,1980,p2,0.01999342118017267
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,mfh,2000,p3,0.018965052779274953
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,mfh,2010,p3,0.010862141234482165
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,mfh,2015,p3,0.0034402982358979614
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,mfh,2020,p3,0.003737983825631513
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,sfh,1945,p1,0.003887954217429097
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,sfh,1960,p2,0.003061425667146171
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,sfh,1980,p2,0.01999342118017267
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,sfh,2000,p3,0.018965052779274953
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,sfh,2010,p3,0.010862141234482165
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,sfh,2015,p3,0.0034402982358979614
C-EEU-HRV,EEU,urb,Zone_4C Mixed Marine,perm,sfh,2020,p3,0.003737983825631513
