,year,region_bld,clim,arch,urt,value
3482,2080,C-WEU-ESP,Zone_3A Warm Humid,sfh,rur,0.357
3483,2080,C-WEU-ESP,Zone_3A Warm Humid,sfh,urb,0.372
3484,2080,C-WEU-ESP,Zone_3B Warm Dry,mfh,rur,0.354
3485,2080,C-WEU-ESP,Zone_3B Warm Dry,mfh,urb,0.279
3486,2080,C-WEU-ESP,Zone_3B Warm Dry,sfh,rur,0.423
3487,2080,C-WEU-ESP,Zone_3B Warm Dry,sfh,urb,0.384
3488,2080,C-WEU-ESP,Zone_3C Warm Marine,mfh,urb,0.295
3489,2080,C-WEU-ESP,Zone_3C Warm Marine,sfh,urb,0.321
3490,2080,C-WEU-ESP,Zone_4A Mixed Humid,mfh,rur,0.385
3491,2080,C-WEU-ESP,Zone_4A Mixed Humid,mfh,urb,0.255
3492,2080,C-WEU-ESP,Zone_4A Mixed Humid,sfh,rur,0.635
3493,2080,C-WEU-ESP,Zone_4A Mixed Humid,sfh,urb,0.488
3494,2080,C-WEU-ESP,Zone_4C Mixed Marine,mfh,rur,0.412
3495,2080,C-WEU-ESP,Zone_4C Mixed Marine,mfh,urb,0.28
3496,2080,C-WEU-ESP,Zone_4C Mixed Marine,sfh,rur,0.608
3497,2080,C-WEU-ESP,Zone_4C Mixed Marine,sfh,urb,0.483
3498,2080,C-WEU-FIN,Zone_6A Cold Humid,mfh,rur,0.192
3499,2080,C-WEU-FIN,Zone_6A Cold Humid,mfh,urb,0.101
3500,2080,C-WEU-FIN,Zone_6A Cold Humid,sfh,rur,0.087
3501,2080,C-WEU-FIN,Zone_6A Cold Humid,sfh,urb,0.071
3502,2080,C-WEU-FIN,Zone_7A Very cold Humid,mfh,rur,0.193
3503,2080,C-WEU-FIN,Zone_7A Very cold Humid,mfh,urb,0.134
3504,2080,C-WEU-FIN,Zone_7A Very cold Humid,sfh,rur,0.109
3505,2080,C-WEU-FIN,Zone_7A Very cold Humid,sfh,urb,0.084
3506,2080,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,urb,0.256
3507,2080,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,urb,0.256
3508,2080,C-WEU-FRA,Zone_1A Very hot Humid,mfh,urb,0.24
3509,2080,C-WEU-FRA,Zone_1A Very hot Humid,sfh,urb,0.21
3510,2080,C-WEU-FRA,Zone_2A Hot Humid,mfh,urb,0.139
3511,2080,C-WEU-FRA,Zone_2A Hot Humid,sfh,urb,0.111
3512,2080,C-WEU-FRA,Zone_3A Warm Humid,mfh,rur,0.335
3513,2080,C-WEU-FRA,Zone_3A Warm Humid,mfh,urb,0.244
3514,2080,C-WEU-FRA,Zone_3A Warm Humid,sfh,rur,0.207
3515,2080,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
3516,2080,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
3517,2080,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
3518,2080,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
3519,2080,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
3520,2080,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
3521,2080,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
3522,2080,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
3523,2080,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
3524,2080,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
3525,2080,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
3526,2080,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
3527,2080,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
3528,2080,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
3529,2080,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
3530,2080,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
3531,2080,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
3532,2080,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
3533,2080,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
3534,2080,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
3535,2080,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
3536,2080,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
3537,2080,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
3538,2080,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
3539,2080,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
3540,2080,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
3541,2080,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
3542,2080,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
3543,2080,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
3544,2080,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
3545,2080,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
3546,2080,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
3547,2080,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
3548,2080,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
3549,2080,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
3550,2080,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
3551,2080,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
3552,2080,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
3553,2080,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
3554,2080,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
3555,2080,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
3556,2080,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
3557,2080,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
3558,2080,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
3559,2080,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
3560,2080,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
3561,2080,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
3562,2080,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
3563,2080,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
3564,2080,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
3565,2080,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
3566,2080,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
3567,2080,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
3568,2080,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
3569,2080,C-WEU-ITA,Zone_6A Cold Humid,sfh,urb,0.554
3570,2080,C-WEU-ITA,Zone_7A Very cold Humid,mfh,rur,0.502
3571,2080,C-WEU-ITA,Zone_7A Very cold Humid,mfh,urb,0.374
3572,2080,C-WEU-ITA,Zone_7A Very cold Humid,sfh,rur,0.415
3573,2080,C-WEU-ITA,Zone_7A Very cold Humid,sfh,urb,0.437
3574,2080,C-WEU-LUX,Zone_5A Cool Humid,mfh,urb,0.104
3575,2080,C-WEU-LUX,Zone_5A Cool Humid,sfh,urb,0.002
3576,2080,C-WEU-MLT,Zone_3A Warm Humid,mfh,urb,0.0
3577,2080,C-WEU-MLT,Zone_3A Warm Humid,sfh,urb,0.0
3578,2080,C-WEU-NLD,Zone_4A Mixed Humid,mfh,rur,0.14
3579,2080,C-WEU-NLD,Zone_4A Mixed Humid,mfh,urb,0.064
3580,2080,C-WEU-NLD,Zone_4A Mixed Humid,sfh,rur,0.1
3581,2080,C-WEU-NLD,Zone_4A Mixed Humid,sfh,urb,0.027
3582,2080,C-WEU-NLD,Zone_5A Cool Humid,mfh,urb,0.067
3583,2080,C-WEU-NLD,Zone_5A Cool Humid,sfh,urb,0.028
3584,2080,C-WEU-PRT,Zone_3A Warm Humid,mfh,rur,0.308
3585,2080,C-WEU-PRT,Zone_3A Warm Humid,mfh,urb,0.24
3586,2080,C-WEU-PRT,Zone_3A Warm Humid,sfh,rur,0.43
3587,2080,C-WEU-PRT,Zone_3A Warm Humid,sfh,urb,0.346
3588,2080,C-WEU-PRT,Zone_3C Warm Marine,mfh,rur,0.342
3589,2080,C-WEU-PRT,Zone_3C Warm Marine,mfh,urb,0.19
3590,2080,C-WEU-PRT,Zone_3C Warm Marine,sfh,rur,0.437
3591,2080,C-WEU-PRT,Zone_3C Warm Marine,sfh,urb,0.251
3592,2080,C-WEU-PRT,Zone_4A Mixed Humid,mfh,rur,0.379
3593,2080,C-WEU-PRT,Zone_4A Mixed Humid,sfh,rur,0.51
3594,2080,C-WEU-PRT,Zone_4C Mixed Marine,mfh,rur,0.33
3595,2080,C-WEU-PRT,Zone_4C Mixed Marine,mfh,urb,0.198
3596,2080,C-WEU-PRT,Zone_4C Mixed Marine,sfh,rur,0.516
3597,2080,C-WEU-PRT,Zone_4C Mixed Marine,sfh,urb,0.267
3598,2080,C-WEU-SWE,Zone_5A Cool Humid,mfh,rur,0.153
3599,2080,C-WEU-SWE,Zone_5A Cool Humid,mfh,urb,0.088
3600,2080,C-WEU-SWE,Zone_5A Cool Humid,sfh,rur,0.447
3601,2080,C-WEU-SWE,Zone_5A Cool Humid,sfh,urb,0.178
3602,2080,C-WEU-SWE,Zone_6A Cold Humid,mfh,rur,0.135
3603,2080,C-WEU-SWE,Zone_6A Cold Humid,mfh,urb,0.089
3604,2080,C-WEU-SWE,Zone_6A Cold Humid,sfh,rur,0.35
3605,2080,C-WEU-SWE,Zone_6A Cold Humid,sfh,urb,0.223
3606,2080,C-WEU-SWE,Zone_7A Very cold Humid,mfh,rur,0.155
3607,2080,C-WEU-SWE,Zone_7A Very cold Humid,mfh,urb,0.126
3608,2080,C-WEU-SWE,Zone_7A Very cold Humid,sfh,rur,0.464
3609,2080,C-WEU-SWE,Zone_7A Very cold Humid,sfh,urb,0.35
3610,2080,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,mfh,urb,0.159
3611,2080,C-WEU-SWE,Zone_8A Subarctic/arctic Humid,sfh,urb,0.342
3612,2085,C-EEU-BGR,Zone_4A Mixed Humid,mfh,rur,0.325
3613,2085,C-EEU-BGR,Zone_4A Mixed Humid,mfh,urb,0.329
3614,2085,C-EEU-BGR,Zone_4A Mixed Humid,sfh,rur,0.479
3615,2085,C-EEU-BGR,Zone_4A Mixed Humid,sfh,urb,0.467
3616,2085,C-EEU-BGR,Zone_5A Cool Humid,mfh,rur,0.407
3617,2085,C-EEU-BGR,Zone_5A Cool Humid,mfh,urb,0.29
3618,2085,C-EEU-BGR,Zone_5A Cool Humid,sfh,rur,0.559
3619,2085,C-EEU-BGR,Zone_5A Cool Humid,sfh,urb,0.557
3620,2085,C-EEU-CZE,Zone_5A Cool Humid,mfh,rur,0.165
3621,2085,C-EEU-CZE,Zone_5A Cool Humid,mfh,urb,0.135
3622,2085,C-EEU-CZE,Zone_5A Cool Humid,sfh,rur,0.262
3623,2085,C-EEU-CZE,Zone_5A Cool Humid,sfh,urb,0.187
3624,2085,C-EEU-EST,Zone_6A Cold Humid,mfh,rur,0.292
3625,2085,C-EEU-EST,Zone_6A Cold Humid,mfh,urb,0.223
3626,2085,C-EEU-EST,Zone_6A Cold Humid,sfh,rur,0.282
3627,2085,C-EEU-EST,Zone_6A Cold Humid,sfh,urb,0.236
3628,2085,C-EEU-HRV,Zone_3A Warm Humid,mfh,rur,0.547
3629,2085,C-EEU-HRV,Zone_3A Warm Humid,sfh,rur,0.585
3630,2085,C-EEU-HRV,Zone_4A Mixed Humid,mfh,rur,0.337
3631,2085,C-EEU-HRV,Zone_4A Mixed Humid,mfh,urb,0.333
3632,2085,C-EEU-HRV,Zone_4A Mixed Humid,sfh,rur,0.397
3633,2085,C-EEU-HRV,Zone_4A Mixed Humid,sfh,urb,0.384
3634,2085,C-EEU-HRV,Zone_4C Mixed Marine,mfh,rur,0.635
3635,2085,C-EEU-HRV,Zone_4C Mixed Marine,sfh,rur,0.59
3636,2085,C-EEU-HRV,Zone_5A Cool Humid,mfh,rur,0.701
3637,2085,C-EEU-HRV,Zone_5A Cool Humid,sfh,rur,0.632
3638,2085,C-EEU-HUN,Zone_4A Mixed Humid,mfh,rur,0.23
3639,2085,C-EEU-HUN,Zone_4A Mixed Humid,mfh,urb,0.17
3640,2085,C-EEU-HUN,Zone_4A Mixed Humid,sfh,rur,0.131
3641,2085,C-EEU-HUN,Zone_4A Mixed Humid,sfh,urb,0.082
3642,2085,C-EEU-HUN,Zone_5A Cool Humid,mfh,rur,0.15
3643,2085,C-EEU-HUN,Zone_5A Cool Humid,mfh,urb,0.122
3644,2085,C-EEU-HUN,Zone_5A Cool Humid,sfh,rur,0.097
3645,2085,C-EEU-HUN,Zone_5A Cool Humid,sfh,urb,0.101
3646,2085,C-EEU-LTU,Zone_5A Cool Humid,mfh,rur,0.187
3647,2085,C-EEU-LTU,Zone_5A Cool Humid,mfh,urb,0.166
3648,2085,C-EEU-LTU,Zone_5A Cool Humid,sfh,rur,0.131
3649,2085,C-EEU-LTU,Zone_5A Cool Humid,sfh,urb,0.098
3650,2085,C-EEU-LTU,Zone_6A Cold Humid,mfh,rur,0.143
3651,2085,C-EEU-LTU,Zone_6A Cold Humid,mfh,urb,0.143
3652,2085,C-EEU-LTU,Zone_6A Cold Humid,sfh,rur,0.12
3653,2085,C-EEU-LTU,Zone_6A Cold Humid,sfh,urb,0.186
3654,2085,C-EEU-LVA,Zone_6A Cold Humid,mfh,rur,0.232
3655,2085,C-EEU-LVA,Zone_6A Cold Humid,mfh,urb,0.193
3656,2085,C-EEU-LVA,Zone_6A Cold Humid,sfh,rur,0.307
3657,2085,C-EEU-LVA,Zone_6A Cold Humid,sfh,urb,0.345
3658,2085,C-EEU-POL,Zone_5A Cool Humid,mfh,rur,0.19
3659,2085,C-EEU-POL,Zone_5A Cool Humid,mfh,urb,0.207
3660,2085,C-EEU-POL,Zone_5A Cool Humid,sfh,rur,0.15
3661,2085,C-EEU-POL,Zone_5A Cool Humid,sfh,urb,0.132
3662,2085,C-EEU-POL,Zone_6A Cold Humid,mfh,rur,0.378
3663,2085,C-EEU-POL,Zone_6A Cold Humid,mfh,urb,0.264
3664,2085,C-EEU-POL,Zone_6A Cold Humid,sfh,rur,0.175
3665,2085,C-EEU-POL,Zone_6A Cold Humid,sfh,urb,0.164
3666,2085,C-EEU-ROU,Zone_4A Mixed Humid,mfh,rur,0.295
3667,2085,C-EEU-ROU,Zone_4A Mixed Humid,mfh,urb,0.233
3668,2085,C-EEU-ROU,Zone_4A Mixed Humid,sfh,rur,0.277
3669,2085,C-EEU-ROU,Zone_4A Mixed Humid,sfh,urb,0.256
3670,2085,C-EEU-ROU,Zone_5A Cool Humid,mfh,rur,0.257
3671,2085,C-EEU-ROU,Zone_5A Cool Humid,mfh,urb,0.232
3672,2085,C-EEU-ROU,Zone_5A Cool Humid,sfh,rur,0.269
3673,2085,C-EEU-ROU,Zone_5A Cool Humid,sfh,urb,0.264
3674,2085,C-EEU-ROU,Zone_6A Cold Humid,mfh,rur,0.246
3675,2085,C-EEU-ROU,Zone_6A Cold Humid,sfh,rur,0.234
3676,2085,C-EEU-SVK,Zone_5A Cool Humid,mfh,rur,0.191
3677,2085,C-EEU-SVK,Zone_5A Cool Humid,mfh,urb,0.206
3678,2085,C-EEU-SVK,Zone_5A Cool Humid,sfh,rur,0.228
3679,2085,C-EEU-SVK,Zone_5A Cool Humid,sfh,urb,0.231
3680,2085,C-EEU-SVK,Zone_6A Cold Humid,mfh,rur,0.168
3681,2085,C-EEU-SVK,Zone_6A Cold Humid,mfh,urb,0.19
3682,2085,C-EEU-SVK,Zone_6A Cold Humid,sfh,rur,0.198
3683,2085,C-EEU-SVK,Zone_6A Cold Humid,sfh,urb,0.232
3684,2085,C-EEU-SVN,Zone_4A Mixed Humid,mfh,rur,0.193
3685,2085,C-EEU-SVN,Zone_4A Mixed Humid,mfh,urb,0.264
3686,2085,C-EEU-SVN,Zone_4A Mixed Humid,sfh,rur,0.196
3687,2085,C-EEU-SVN,Zone_4A Mixed Humid,sfh,urb,0.249
3688,2085,C-EEU-SVN,Zone_5A Cool Humid,mfh,rur,0.169
3689,2085,C-EEU-SVN,Zone_5A Cool Humid,mfh,urb,0.185
3690,2085,C-EEU-SVN,Zone_5A Cool Humid,sfh,rur,0.214
3691,2085,C-EEU-SVN,Zone_5A Cool Humid,sfh,urb,0.147
3692,2085,C-EEU-SVN,Zone_7A Very cold Humid,mfh,rur,0.213
3693,2085,C-EEU-SVN,Zone_7A Very cold Humid,sfh,rur,0.225
3694,2085,C-WEU-AUT,Zone_4A Mixed Humid,mfh,rur,0.21
3695,2085,C-WEU-AUT,Zone_4A Mixed Humid,mfh,urb,0.134
3696,2085,C-WEU-AUT,Zone_4A Mixed Humid,sfh,rur,0.174
3697,2085,C-WEU-AUT,Zone_4A Mixed Humid,sfh,urb,0.214
3698,2085,C-WEU-AUT,Zone_5A Cool Humid,mfh,rur,0.224
3699,2085,C-WEU-AUT,Zone_5A Cool Humid,mfh,urb,0.178
3700,2085,C-WEU-AUT,Zone_5A Cool Humid,sfh,rur,0.166
3701,2085,C-WEU-AUT,Zone_5A Cool Humid,sfh,urb,0.167
3702,2085,C-WEU-AUT,Zone_6A Cold Humid,mfh,rur,0.242
3703,2085,C-WEU-AUT,Zone_6A Cold Humid,mfh,urb,0.208
3704,2085,C-WEU-AUT,Zone_6A Cold Humid,sfh,rur,0.163
3705,2085,C-WEU-AUT,Zone_6A Cold Humid,sfh,urb,0.139
3706,2085,C-WEU-AUT,Zone_7A Very cold Humid,mfh,rur,0.296
3707,2085,C-WEU-AUT,Zone_7A Very cold Humid,mfh,urb,0.18
3708,2085,C-WEU-AUT,Zone_7A Very cold Humid,sfh,rur,0.192
3709,2085,C-WEU-AUT,Zone_7A Very cold Humid,sfh,urb,0.127
3710,2085,C-WEU-BEL,Zone_4A Mixed Humid,mfh,rur,0.161
3711,2085,C-WEU-BEL,Zone_4A Mixed Humid,mfh,urb,0.24
3712,2085,C-WEU-BEL,Zone_4A Mixed Humid,sfh,rur,0.092
3713,2085,C-WEU-BEL,Zone_4A Mixed Humid,sfh,urb,0.082
3714,2085,C-WEU-BEL,Zone_5A Cool Humid,mfh,rur,0.195
3715,2085,C-WEU-BEL,Zone_5A Cool Humid,mfh,urb,0.191
3716,2085,C-WEU-BEL,Zone_5A Cool Humid,sfh,rur,0.173
3717,2085,C-WEU-BEL,Zone_5A Cool Humid,sfh,urb,0.092
3718,2085,C-WEU-CYP,Zone_3A Warm Humid,mfh,urb,0.283
3719,2085,C-WEU-CYP,Zone_3A Warm Humid,sfh,urb,0.279
3720,2085,C-WEU-DEU,Zone_4A Mixed Humid,mfh,rur,0.098
3721,2085,C-WEU-DEU,Zone_4A Mixed Humid,mfh,urb,0.07
3722,2085,C-WEU-DEU,Zone_4A Mixed Humid,sfh,rur,0.054
3723,2085,C-WEU-DEU,Zone_4A Mixed Humid,sfh,urb,0.037
3724,2085,C-WEU-DEU,Zone_5A Cool Humid,mfh,rur,0.139
3725,2085,C-WEU-DEU,Zone_5A Cool Humid,mfh,urb,0.087
3726,2085,C-WEU-DEU,Zone_5A Cool Humid,sfh,rur,0.067
3727,2085,C-WEU-DEU,Zone_5A Cool Humid,sfh,urb,0.044
3728,2085,C-WEU-DEU,Zone_6A Cold Humid,mfh,rur,0.142
3729,2085,C-WEU-DEU,Zone_6A Cold Humid,mfh,urb,0.118
3730,2085,C-WEU-DEU,Zone_6A Cold Humid,sfh,rur,0.075
3731,2085,C-WEU-DEU,Zone_6A Cold Humid,sfh,urb,0.062
3732,2085,C-WEU-DNK,Zone_5A Cool Humid,mfh,rur,0.391
3733,2085,C-WEU-DNK,Zone_5A Cool Humid,mfh,urb,0.168
3734,2085,C-WEU-DNK,Zone_5A Cool Humid,sfh,rur,0.066
3735,2085,C-WEU-DNK,Zone_5A Cool Humid,sfh,urb,0.048
3736,2085,C-WEU-ESP,Zone_2B Hot Dry,mfh,urb,0.293
3737,2085,C-WEU-ESP,Zone_2B Hot Dry,sfh,urb,0.245
3738,2085,C-WEU-ESP,Zone_3A Warm Humid,mfh,rur,0.377
3739,2085,C-WEU-ESP,Zone_3A Warm Humid,mfh,urb,0.241
3740,2085,C-WEU-ESP,Zone_3A Warm Humid,sfh,rur,0.357
3741,2085,C-WEU-ESP,Zone_3A Warm Humid,sfh,urb,0.372
3742,2085,C-WEU-ESP,Zone_3B Warm Dry,mfh,rur,0.354
3743,2085,C-WEU-ESP,Zone_3B Warm Dry,mfh,urb,0.279
3744,2085,C-WEU-ESP,Zone_3B Warm Dry,sfh,rur,0.423
3745,2085,C-WEU-ESP,Zone_3B Warm Dry,sfh,urb,0.384
3746,2085,C-WEU-ESP,Zone_3C Warm Marine,mfh,urb,0.295
3747,2085,C-WEU-ESP,Zone_3C Warm Marine,sfh,urb,0.321
3748,2085,C-WEU-ESP,Zone_4A Mixed Humid,mfh,rur,0.385
3749,2085,C-WEU-ESP,Zone_4A Mixed Humid,mfh,urb,0.255
3750,2085,C-WEU-ESP,Zone_4A Mixed Humid,sfh,rur,0.635
3751,2085,C-WEU-ESP,Zone_4A Mixed Humid,sfh,urb,0.488
3752,2085,C-WEU-ESP,Zone_4C Mixed Marine,mfh,rur,0.412
3753,2085,C-WEU-ESP,Zone_4C Mixed Marine,mfh,urb,0.28
3754,2085,C-WEU-ESP,Zone_4C Mixed Marine,sfh,rur,0.608
3755,2085,C-WEU-ESP,Zone_4C Mixed Marine,sfh,urb,0.483
3756,2085,C-WEU-FIN,Zone_6A Cold Humid,mfh,rur,0.192
3757,2085,C-WEU-FIN,Zone_6A Cold Humid,mfh,urb,0.101
3758,2085,C-WEU-FIN,Zone_6A Cold Humid,sfh,rur,0.087
3759,2085,C-WEU-FIN,Zone_6A Cold Humid,sfh,urb,0.071
3760,2085,C-WEU-FIN,Zone_7A Very cold Humid,mfh,rur,0.193
3761,2085,C-WEU-FIN,Zone_7A Very cold Humid,mfh,urb,0.134
3762,2085,C-WEU-FIN,Zone_7A Very cold Humid,sfh,rur,0.109
3763,2085,C-WEU-FIN,Zone_7A Very cold Humid,sfh,urb,0.084
3764,2085,C-WEU-FRA,Zone_0A Extremely hot Humid,mfh,urb,0.256
3765,2085,C-WEU-FRA,Zone_0A Extremely hot Humid,sfh,urb,0.256
3766,2085,C-WEU-FRA,Zone_1A Very hot Humid,mfh,urb,0.24
3767,2085,C-WEU-FRA,Zone_1A Very hot Humid,sfh,urb,0.21
3768,2085,C-WEU-FRA,Zone_2A Hot Humid,mfh,urb,0.139
3769,2085,C-WEU-FRA,Zone_2A Hot Humid,sfh,urb,0.111
3770,2085,C-WEU-FRA,Zone_3A Warm Humid,mfh,rur,0.335
3771,2085,C-WEU-FRA,Zone_3A Warm Humid,mfh,urb,0.244
3772,2085,C-WEU-FRA,Zone_3A Warm Humid,sfh,rur,0.207
3773,2085,C-WEU-FRA,Zone_3A Warm Humid,sfh,urb,0.183
3774,2085,C-WEU-FRA,Zone_3C Warm Marine,mfh,urb,0.337
3775,2085,C-WEU-FRA,Zone_3C Warm Marine,sfh,urb,0.322
3776,2085,C-WEU-FRA,Zone_4A Mixed Humid,mfh,rur,0.263
3777,2085,C-WEU-FRA,Zone_4A Mixed Humid,mfh,urb,0.147
3778,2085,C-WEU-FRA,Zone_4A Mixed Humid,sfh,rur,0.2
3779,2085,C-WEU-FRA,Zone_4A Mixed Humid,sfh,urb,0.104
3780,2085,C-WEU-FRA,Zone_4C Mixed Marine,mfh,rur,0.411
3781,2085,C-WEU-FRA,Zone_4C Mixed Marine,sfh,rur,0.366
3782,2085,C-WEU-FRA,Zone_5A Cool Humid,mfh,rur,0.274
3783,2085,C-WEU-FRA,Zone_5A Cool Humid,mfh,urb,0.227
3784,2085,C-WEU-FRA,Zone_5A Cool Humid,sfh,rur,0.246
3785,2085,C-WEU-FRA,Zone_5A Cool Humid,sfh,urb,0.126
3786,2085,C-WEU-FRA,Zone_7A Very cold Humid,mfh,urb,0.516
3787,2085,C-WEU-FRA,Zone_7A Very cold Humid,sfh,urb,0.263
3788,2085,C-WEU-GRC,Zone_3A Warm Humid,mfh,rur,0.453
3789,2085,C-WEU-GRC,Zone_3A Warm Humid,mfh,urb,0.234
3790,2085,C-WEU-GRC,Zone_3A Warm Humid,sfh,rur,0.518
3791,2085,C-WEU-GRC,Zone_3A Warm Humid,sfh,urb,0.422
3792,2085,C-WEU-GRC,Zone_4A Mixed Humid,mfh,rur,0.337
3793,2085,C-WEU-GRC,Zone_4A Mixed Humid,mfh,urb,0.262
3794,2085,C-WEU-GRC,Zone_4A Mixed Humid,sfh,rur,0.443
3795,2085,C-WEU-GRC,Zone_4A Mixed Humid,sfh,urb,0.402
3796,2085,C-WEU-GRC,Zone_4C Mixed Marine,mfh,urb,0.22
3797,2085,C-WEU-GRC,Zone_4C Mixed Marine,sfh,urb,0.327
3798,2085,C-WEU-GRC,Zone_5A Cool Humid,mfh,rur,0.343
3799,2085,C-WEU-GRC,Zone_5A Cool Humid,mfh,urb,0.313
3800,2085,C-WEU-GRC,Zone_5A Cool Humid,sfh,rur,0.401
3801,2085,C-WEU-GRC,Zone_5A Cool Humid,sfh,urb,0.375
3802,2085,C-WEU-GRC,Zone_5C Cool Marine,mfh,urb,0.376
3803,2085,C-WEU-GRC,Zone_5C Cool Marine,sfh,urb,0.401
3804,2085,C-WEU-IRL,Zone_4A Mixed Humid,mfh,rur,0.208
3805,2085,C-WEU-IRL,Zone_4A Mixed Humid,sfh,rur,0.148
3806,2085,C-WEU-IRL,Zone_5A Cool Humid,mfh,rur,0.267
3807,2085,C-WEU-IRL,Zone_5A Cool Humid,mfh,urb,0.134
3808,2085,C-WEU-IRL,Zone_5A Cool Humid,sfh,rur,0.154
3809,2085,C-WEU-IRL,Zone_5A Cool Humid,sfh,urb,0.068
3810,2085,C-WEU-ITA,Zone_3A Warm Humid,mfh,rur,0.337
3811,2085,C-WEU-ITA,Zone_3A Warm Humid,mfh,urb,0.269
3812,2085,C-WEU-ITA,Zone_3A Warm Humid,sfh,rur,0.357
3813,2085,C-WEU-ITA,Zone_3A Warm Humid,sfh,urb,0.367
3814,2085,C-WEU-ITA,Zone_4A Mixed Humid,mfh,rur,0.344
3815,2085,C-WEU-ITA,Zone_4A Mixed Humid,mfh,urb,0.205
3816,2085,C-WEU-ITA,Zone_4A Mixed Humid,sfh,rur,0.34
3817,2085,C-WEU-ITA,Zone_4A Mixed Humid,sfh,urb,0.241
3818,2085,C-WEU-ITA,Zone_4C Mixed Marine,mfh,rur,0.461
3819,2085,C-WEU-ITA,Zone_4C Mixed Marine,mfh,urb,0.322
3820,2085,C-WEU-ITA,Zone_4C Mixed Marine,sfh,rur,0.511
3821,2085,C-WEU-ITA,Zone_4C Mixed Marine,sfh,urb,0.402
3822,2085,C-WEU-ITA,Zone_5A Cool Humid,mfh,urb,0.239
3823,2085,C-WEU-ITA,Zone_5A Cool Humid,sfh,urb,0.256
3824,2085,C-WEU-ITA,Zone_5C Cool Marine,mfh,urb,0.308
3825,2085,C-WEU-ITA,Zone_5C Cool Marine,sfh,urb,0.341
3826,2085,C-WEU-ITA,Zone_6A Cold Humid,mfh,urb,0.561
